#{"t_start": 1745691977.823762, "env_id": "None"}
r,l,t
1.0,4,33.555577
1.0,3,33.561936
1.0,4,33.564163
1.0,3,33.566164
1.0,3,33.567526
1.0,3,33.570101
1.0,3,33.572192
1.0,3,33.574482
1.0,3,33.576784
1.0,3,33.579171
1.0,3,33.581112
1.0,4,33.583454
1.0,3,33.585821
1.0,3,33.588012
1.0,3,33.589264
1.0,3,33.59128
1.0,3,33.594486
1.0,4,33.597158
1.0,3,33.598158
1.0,3,33.600157
1.0,3,33.603205
1.0,4,33.605218
1.0,3,33.607219
1.0,3,33.609895
1.0,3,33.612003
1.0,3,33.613999
1.0,3,33.615824
1.0,3,33.617711
1.0,3,33.618778
1.0,3,33.620853
1.0,3,33.622794
1.0,4,33.626034
1.0,3,33.628047
1.0,3,33.630406
1.0,3,33.632701
1.0,3,33.634953
1.0,3,33.636949
1.0,4,33.640056
1.0,3,33.643736
1.0,4,33.647382
1.0,3,33.649394
1.0,3,33.651866
1.0,3,33.653875
1.0,3,33.654874
1.0,3,33.656875
1.0,3,33.656875
1.0,3,33.661052
1.0,3,33.661052
1.0,3,33.661052
1.0,3,33.661052
1.0,4,33.661052
1.0,3,33.661052
1.0,3,33.672547
1.0,4,33.673631
1.0,3,33.673631
1.0,3,33.673631
1.0,3,33.673631
1.0,3,33.673631
1.0,3,33.673631
1.0,3,33.673631
1.0,3,33.686122
1.0,3,33.688653
1.0,3,33.692508
1.0,3,33.694651
1.0,4,33.69666
1.0,4,33.70213
1.0,3,33.70213
1.0,4,33.707238
1.0,3,33.708237
1.0,3,33.710237
1.0,4,33.712237
1.0,3,33.714587
1.0,4,33.716588
1.0,3,33.718586
1.0,3,33.719917
1.0,3,33.722286
1.0,3,33.724284
1.0,4,33.726284
1.0,3,33.727979
1.0,3,33.731032
1.0,3,33.731032
1.0,4,33.73483
1.0,4,33.73483
1.0,3,33.73483
1.0,4,33.741441
1.0,3,33.744562
1.0,3,33.744562
1.0,3,33.748338
1.0,4,33.751055
1.0,3,33.751055
1.0,3,33.751055
1.0,3,33.751055
1.0,3,33.757247
1.0,3,33.759254
1.0,3,33.761259
1.0,3,33.763266
1.0,3,33.76527
1.0,3,33.767276
1.0,3,33.769282
1.0,3,33.771288
1.0,3,33.773036
1.0,3,33.776167
1.0,3,33.776167
1.0,4,33.776167
1.0,3,33.776167
1.0,3,33.776167
1.0,3,33.776167
1.0,3,33.776167
1.0,3,33.789066
1.0,4,33.791753
1.0,3,33.794232
1.0,3,33.796329
1.0,4,33.798663
1.0,3,33.800662
1.0,4,33.80266
1.0,3,33.804666
1.0,3,33.806903
1.0,3,33.808996
1.0,3,33.811384
1.0,3,33.813528
1.0,3,33.81674
1.0,3,33.817897
1.0,3,33.821335
1.0,3,33.823831
1.0,3,33.82602
1.0,4,33.828802
1.0,4,33.830793
1.0,3,33.833181
1.0,3,33.836004
1.0,3,33.837516
1.0,3,33.839585
1.0,3,33.841996
1.0,3,33.844014
1.0,3,33.845014
1.0,3,33.84747
1.0,3,33.850031
1.0,3,33.850031
1.0,3,33.853971
1.0,4,33.856305
1.0,3,33.858489
1.0,4,33.861932
1.0,4,33.861932
1.0,3,33.86674
1.0,3,33.86804
1.0,3,33.871814
-1.5,3,33.873576
1.0,3,33.875728
1.0,3,33.877735
1.0,3,33.880555
1.0,4,33.882771
1.0,3,33.885302
1.0,3,33.885302
1.0,3,33.89109
1.0,3,33.89109
1.0,3,33.894672
1.0,3,33.897149
1.0,3,33.89852
1.0,3,33.900166
1.0,3,33.90243
1.0,3,33.903548
1.0,3,33.907064
1.0,3,33.909333
1.0,3,33.910499
1.0,3,33.91404
1.0,4,33.916926
1.0,3,33.918904
1.0,3,33.922796
1.0,3,33.923805
1.0,3,33.927934
1.0,3,33.930437
1.0,3,33.931806
1.0,3,33.935217
1.0,3,33.93735
1.0,3,33.93735
1.0,3,33.941855
1.0,3,33.944111
1.0,4,33.948174
1.0,3,33.949998
1.0,3,33.95112
1.0,3,33.95341
1.0,3,33.95694
1.0,3,33.959076
1.0,3,33.959076
1.0,3,33.96409
1.0,3,33.966229
1.0,3,33.967936
1.0,3,33.967936
1.0,3,33.973103
1.0,3,33.975107
1.0,3,33.977846
1.0,3,33.98002
1.0,3,33.980525
1.0,3,33.983835
1.0,3,33.984945
1.0,3,33.987315
1.0,4,33.990484
1.0,3,33.993009
1.0,3,33.994234
1.0,3,33.997192
1.0,3,33.999636
1.0,3,34.001655
1.0,3,34.002651
1.0,3,34.005558
1.0,3,34.006558
1.0,4,34.009558
1.0,3,34.011123
1.0,4,34.013732
1.0,3,34.015731
1.0,3,34.017732
1.0,4,34.019797
1.0,3,34.019797
1.0,4,34.019797
1.0,3,34.019797
1.0,3,34.019797
1.0,3,34.019797
1.0,3,34.019797
1.0,3,34.019797
1.0,3,34.034413
1.0,4,34.034413
1.0,3,34.034413
1.0,3,34.034413
1.0,3,34.034413
1.0,4,34.034413
1.0,3,34.034413
1.0,3,34.034413
1.0,3,34.051657
1.0,3,34.05273
1.0,3,34.05273
1.0,3,34.05273
1.0,3,34.05273
1.0,3,34.05273
1.0,3,34.05273
1.0,3,34.05273
1.0,3,34.066144
1.0,4,34.067383
1.0,3,34.067383
1.0,3,34.067383
1.0,3,34.072833
1.0,4,34.074573
1.0,4,34.074573
1.0,3,34.074573
1.0,3,34.081957
1.0,4,34.083068
1.0,3,34.083068
1.0,3,34.083068
1.0,3,34.088719
1.0,3,34.088719
1.0,3,34.088719
1.0,3,34.09541
1.0,3,34.09541
1.0,3,34.097929
1.0,3,34.097929
1.0,4,34.097929
1.0,3,34.097929
1.0,3,34.097929
1.0,4,34.097929
1.0,4,34.109628
1.0,3,34.113652
1.0,3,34.113652
1.0,3,34.116239
1.0,4,34.116239
1.0,3,34.116239
1.0,3,34.116239
1.0,3,34.116239
1.0,3,34.116239
1.0,3,34.128696
1.0,3,34.13133
1.0,4,34.13133
1.0,3,34.13133
1.0,3,34.137473
1.0,3,34.137473
1.0,4,34.141258
1.0,3,34.143263
1.0,3,34.145268
1.0,3,34.146816
1.0,4,34.146816
1.0,3,34.15104
1.0,4,34.15104
1.0,4,34.15104
1.0,3,34.15104
1.0,3,34.15104
1.0,4,34.163135
1.0,3,34.164939
1.0,4,34.166269
1.0,3,34.166269
1.0,4,34.171527
1.0,4,34.173455
1.0,4,34.174564
1.0,4,34.177069
1.0,3,34.178949
1.0,3,34.181728
1.0,3,34.184314
1.0,3,34.184314
1.0,4,34.184314
1.0,3,34.191041
1.0,4,34.192799
1.0,3,34.192799
1.0,3,34.192799
1.0,3,34.192799
1.0,3,34.192799
1.0,3,34.201061
1.0,3,34.201061
1.0,3,34.201061
1.0,3,34.201061
1.0,3,34.208646
1.0,3,34.208646
1.0,3,34.208646
1.0,3,34.208646
1.0,3,34.208646
1.0,4,34.208646
1.0,4,34.208646
1.0,4,34.221046
1.0,3,34.224561
1.0,3,34.224561
1.0,4,34.227376
1.0,3,34.227376
1.0,3,34.227376
1.0,3,34.234732
1.0,4,34.236756
1.0,4,34.238756
1.0,3,34.240978
1.0,3,34.24315
1.0,3,34.24415
1.0,3,34.247247
1.0,3,34.248565
1.0,3,34.250562
1.0,4,34.253565
1.0,3,34.254187
1.0,3,34.254187
1.0,4,34.254187
1.0,3,34.261045
1.0,4,34.261045
1.0,3,34.261045
1.0,4,34.261045
1.0,3,34.26942
1.0,3,34.271808
1.0,3,34.273976
1.0,3,34.275083
1.0,3,34.276643
1.0,3,34.276643
0.5,5,34.276643
1.0,4,34.276643
1.0,3,34.285408
1.0,4,34.285408
1.0,3,34.285408
1.0,3,34.285408
1.0,4,34.285408
1.0,3,34.285408
1.0,3,34.297093
1.0,3,34.297093
1.0,4,34.301107
1.0,3,34.301107
1.0,3,34.303738
1.0,3,34.303738
1.0,3,34.303738
1.0,4,34.303738
1.0,3,34.303738
1.0,3,34.303738
1.0,3,34.303738
1.0,4,34.319289
1.0,4,34.321297
1.0,3,34.323297
1.0,4,34.326303
1.0,3,34.327302
1.0,3,34.329302
1.0,3,34.331301
1.0,3,34.332879
1.0,4,34.335906
1.0,4,34.337905
1.0,3,34.338961
1.0,3,34.338961
1.0,4,34.338961
1.0,3,34.338961
1.0,4,34.338961
1.0,3,34.338961
1.0,4,34.338961
1.0,3,34.353857
1.0,3,34.354948
1.0,3,34.354948
1.0,3,34.354948
1.0,3,34.354948
1.0,3,34.354948
1.0,3,34.354948
1.0,3,34.354948
1.0,3,34.354948
1.0,3,34.354948
1.0,3,34.369745
1.0,3,34.372102
1.0,3,34.372102
1.0,3,34.372102
1.0,3,34.372102
1.0,3,34.372102
1.0,3,34.372102
1.0,3,34.372102
-1.5,3,34.372102
1.0,3,34.386311
1.0,3,34.388592
1.0,3,34.390593
1.0,3,34.392591
1.0,4,34.395597
1.0,3,34.397597
1.0,3,34.399595
1.0,4,34.401217
1.0,4,34.404214
1.0,3,34.405214
1.0,3,34.406955
1.0,3,34.408962
1.0,3,34.410999
1.0,3,34.410999
1.0,3,34.410999
1.0,3,34.410999
1.0,3,34.410999
1.0,3,34.410999
1.0,3,34.421793
1.0,4,34.421793
1.0,4,34.421793
1.0,3,34.421793
1.0,3,34.421793
1.0,3,34.431708
1.0,3,34.433713
1.0,3,34.435717
1.0,3,34.437464
1.0,3,34.43854
1.0,3,34.43955
1.0,4,34.43955
1.0,4,34.446754
1.0,4,34.451047
1.0,3,34.454878
1.0,3,34.456886
1.0,3,34.458893
1.0,3,34.461046
1.0,3,34.463188
1.0,3,34.463188
1.0,3,34.469215
1.0,3,34.471222
1.0,3,34.475236
1.0,3,34.477241
1.0,4,34.481256
1.0,3,34.48326
1.0,3,34.48326
1.0,3,34.485008
1.0,3,34.487013
1.0,4,34.489019
1.0,3,34.491025
1.0,4,35.460556
1.0,3,35.462558
1.0,3,35.46456
1.0,3,35.466563
1.0,3,35.468306
1.0,3,35.470309
1.0,3,35.472053
1.0,3,35.474056
1.0,3,35.476057
1.0,3,35.478061
1.0,3,35.480063
1.0,3,35.483809
1.0,3,35.485811
1.0,3,35.487813
1.0,4,35.487813
1.0,4,35.487813
1.0,3,35.487813
1.0,4,35.487813
1.0,3,35.487813
1.0,3,35.487813
1.0,3,35.487813
1.0,3,35.503538
1.0,3,35.50554
1.0,3,35.50554
1.0,3,35.50799
1.0,3,35.50799
1.0,3,35.50799
1.0,4,35.50799
1.0,3,35.50799
1.0,3,35.519434
1.0,4,35.524444
1.0,3,35.524444
1.0,4,35.527995
1.0,3,35.527995
1.0,4,35.527995
1.0,3,35.535524
1.0,3,35.535524
1.0,3,35.535524
1.0,4,35.535524
1.0,3,35.535524
1.0,5,35.535524
1.0,3,35.55148
1.0,3,35.55148
1.0,3,35.55148
1.0,3,35.55148
1.0,4,35.560925
1.0,3,35.560925
1.0,3,35.560925
1.0,3,35.567487
1.0,3,35.568056
1.0,3,35.570059
1.0,3,35.574064
1.0,3,35.576066
1.0,3,35.578068
1.0,4,35.58007
1.0,3,35.581814
1.0,3,35.585556
1.0,4,35.587558
1.0,3,35.589561
1.0,4,35.593566
1.0,4,35.595309
1.0,4,35.599055
1.0,3,35.601059
1.0,3,35.603064
1.0,4,35.605294
1.0,4,35.605294
1.0,3,35.605294
1.0,3,35.605294
1.0,3,35.614814
1.0,3,35.616818
1.0,3,35.618821
1.0,3,35.620823
1.0,4,35.624828
1.0,3,35.62683
1.0,4,35.628833
1.0,3,35.630576
1.0,3,35.632579
1.0,4,35.636584
1.0,3,35.638586
1.0,3,35.640589
1.0,3,35.642591
1.0,3,35.644334
1.0,4,35.648339
1.0,3,35.650342
1.0,3,35.652344
1.0,3,35.654346
1.0,4,35.65609
1.0,4,35.658092
1.0,3,35.661179
1.0,3,35.663554
1.0,3,35.663554
1.0,3,35.666639
1.0,4,35.666639
1.0,4,35.666639
1.0,3,35.666639
1.0,3,35.666639
1.0,3,35.666639
1.0,3,35.679247
1.0,3,35.680961
1.0,3,35.680961
1.0,3,35.680961
1.0,3,35.680961
-2.0,5,35.680961
1.0,3,35.680961
1.0,4,35.693935
1.0,3,35.695071
1.0,3,35.697009
1.0,3,35.699731
1.0,4,35.700967
1.0,3,35.700967
1.0,3,35.700967
1.0,3,35.700967
1.0,3,35.700967
1.0,3,35.709738
1.0,4,35.709738
1.0,3,35.709738
1.0,3,35.709738
1.0,3,35.709738
1.0,4,35.709738
1.0,3,35.709738
1.0,4,35.709738
1.0,3,35.725553
1.0,3,35.727503
1.0,3,35.727503
1.0,3,35.727503
1.0,3,35.727503
1.0,3,35.727503
1.0,3,35.727503
1.0,3,35.727503
1.0,4,35.727503
1.0,3,35.741445
1.0,3,35.741445
1.0,3,35.741445
1.0,4,35.741445
1.0,3,35.741445
1.0,3,35.741445
1.0,4,35.741445
1.0,4,35.741445
1.0,4,35.757294
1.0,3,35.757294
1.0,3,35.757294
1.0,3,35.757294
1.0,3,35.757294
1.0,3,35.757294
1.0,3,35.757294
1.0,3,35.757294
1.0,3,35.770972
1.0,4,35.774729
1.0,3,35.776246
1.0,3,35.776246
1.0,3,35.776246
1.0,3,35.776246
1.0,3,35.776246
1.0,4,35.776246
1.0,3,35.776246
1.0,3,35.78882
1.0,3,35.78882
1.0,3,35.78882
1.0,3,35.78882
1.0,3,35.78882
1.0,3,35.78882
1.0,3,35.78882
1.0,3,35.78882
1.0,4,35.78882
1.0,3,35.804564
1.0,4,35.804564
1.0,3,35.804564
1.0,3,35.804564
-1.5,3,35.804564
1.0,3,35.804564
1.0,3,35.804564
1.0,3,35.804564
1.0,3,35.804564
1.0,3,35.820287
1.0,3,35.822292
1.0,3,35.824297
1.0,3,35.826303
1.0,4,35.828309
1.0,3,35.830316
1.0,3,35.832321
1.0,4,35.834327
1.0,3,35.837198
1.0,3,35.838922
1.0,3,35.838922
1.0,3,35.838922
1.0,3,35.838922
1.0,3,35.838922
1.0,3,35.838922
1.0,4,35.838922
1.0,3,35.838922
1.0,3,35.85304
1.0,3,35.85304
1.0,4,35.85304
1.0,4,35.85304
1.0,4,35.85304
1.0,3,35.85304
1.0,3,35.85304
1.0,4,35.85304
1.0,3,35.86789
1.0,3,35.86789
-1.5,4,35.86789
1.0,3,35.86789
1.0,3,35.86789
1.0,3,35.86789
1.0,3,35.86789
1.0,4,35.86789
1.0,3,35.86789
1.0,4,35.883776
1.0,3,35.883776
1.0,3,35.883776
1.0,4,35.883776
1.0,4,35.883776
1.0,3,35.894431
1.0,4,35.894431
1.0,3,35.899457
1.0,3,35.901107
1.0,4,35.901107
1.0,3,35.901107
1.0,3,35.901107
1.0,4,35.901107
1.0,3,35.901107
1.0,3,35.901107
1.0,3,35.901107
1.0,3,35.916116
1.0,3,35.918204
1.0,3,35.918204
-1.5,5,35.923081
1.0,4,35.926081
1.0,3,35.927081
1.0,3,35.929082
1.0,3,35.931081
1.0,3,35.933081
1.0,3,35.935081
1.0,3,35.935081
1.0,3,35.935081
1.0,3,35.935081
1.0,3,35.935081
1.0,3,35.935081
1.0,3,35.935081
1.0,4,35.935081
1.0,3,35.935081
1.0,3,35.951196
1.0,3,35.952393
1.0,3,35.952393
1.0,3,35.952393
1.0,3,35.952393
1.0,4,35.952393
1.0,3,35.963754
1.0,3,35.963754
1.0,3,35.967066
1.0,4,35.968752
1.0,3,35.968752
1.0,3,35.968752
1.0,3,35.968752
1.0,3,35.968752
1.0,3,35.968752
1.0,3,35.968752
1.0,3,35.968752
1.0,4,35.984545
1.0,3,35.984545
1.0,3,35.984545
1.0,3,35.984545
1.0,4,35.991628
1.0,3,35.994223
1.0,3,35.995701
1.0,3,35.997758
1.0,3,35.998762
1.0,3,36.001156
1.0,4,36.001156
1.0,3,36.001156
1.0,3,36.001156
1.0,4,36.001156
1.0,3,36.001156
1.0,3,36.01248
1.0,4,36.016095
1.0,3,36.016095
1.0,3,36.016095
1.0,3,36.016095
1.0,3,36.023241
1.0,3,36.023241
1.0,3,36.023241
1.0,4,36.023241
1.0,3,36.030606
1.0,3,36.030606
1.0,3,36.030606
1.0,3,36.030606
1.0,3,36.030606
1.0,3,36.030606
1.0,3,36.030606
1.0,4,36.030606
1.0,3,36.04636
1.0,3,36.047459
1.0,3,36.047459
1.0,3,36.047459
1.0,3,36.047459
1.0,5,36.047459
1.0,3,36.047459
1.0,4,36.047459
1.0,3,36.047459
1.0,3,36.062052
1.0,3,36.064381
1.0,4,36.064381
1.0,4,36.064381
1.0,3,36.064381
1.0,3,36.064381
1.0,3,36.064381
1.0,3,36.064381
1.0,3,36.078175
1.0,4,36.080182
1.0,4,36.082188
1.0,3,36.084194
1.0,4,36.0862
1.0,3,36.088207
1.0,3,36.090213
1.0,3,36.092218
1.0,3,36.093966
1.0,3,36.095973
1.0,3,36.095973
1.0,3,36.097978
1.0,3,36.099984
1.0,4,36.10199
1.0,5,36.10199
1.0,3,36.109611
1.0,3,36.110664
1.0,4,36.110664
1.0,3,36.110664
1.0,3,36.116804
1.0,3,36.116804
1.0,3,36.116804
1.0,3,36.116804
1.0,3,36.116804
1.0,3,36.125342
1.0,3,36.12641
1.0,3,36.12641
1.0,4,36.12641
1.0,3,36.12641
1.0,4,36.12641
1.0,3,36.12641
-1.5,4,36.12641
1.0,3,36.12641
1.0,3,36.141205
1.0,3,36.144179
1.0,3,36.144179
1.0,3,36.144179
1.0,3,36.144179
1.0,3,36.144179
1.0,4,36.144179
1.0,3,36.144179
1.0,3,36.156955
1.0,3,36.156955
1.0,3,36.156955
1.0,4,36.156955
1.0,3,36.156955
1.0,3,36.156955
1.0,3,36.156955
1.0,3,36.156955
1.0,3,36.156955
1.0,4,36.173009
1.0,3,36.175839
1.0,5,36.178579
1.0,4,36.180967
1.0,3,36.182828
1.0,3,36.182828
1.0,3,36.182828
1.0,3,36.182828
1.0,4,36.19094
1.0,3,36.193063
1.0,3,36.193063
1.0,3,36.193063
1.0,3,36.193063
1.0,3,36.193063
1.0,3,36.200886
1.0,3,36.204639
1.0,3,36.206647
1.0,3,36.206647
1.0,4,36.210659
1.0,3,36.212665
1.0,3,36.214671
1.0,4,36.216677
1.0,4,36.218682
1.0,3,36.22043
1.0,3,36.222437
1.0,3,36.224444
1.0,3,36.226447
1.0,3,36.228454
1.0,3,36.228454
1.0,4,36.232465
1.0,3,36.234471
1.0,3,36.236219
1.0,3,36.236219
1.0,4,36.240232
1.0,3,36.240232
1.0,4,36.244243
1.0,3,36.244243
1.0,3,36.246249
1.0,3,36.248255
1.0,4,36.252009
1.0,3,36.253817
1.0,3,36.255408
1.0,3,36.257414
1.0,3,36.25942
1.0,3,36.25942
1.0,3,36.261426
1.0,3,36.263432
1.0,3,36.265439
1.0,3,36.267444
1.0,3,36.269174
1.0,5,36.269174
1.0,4,36.269174
1.0,3,36.269174
1.0,4,36.269174
1.0,3,36.269174
1.0,3,36.269174
1.0,3,36.283294
1.0,3,36.284385
1.0,3,36.284385
1.0,3,36.288366
1.0,3,36.290012
1.0,3,36.290012
1.0,3,36.290012
1.0,3,36.290012
1.0,3,36.290012
1.0,3,36.299407
1.0,3,36.303505
1.0,3,36.303505
1.0,3,36.303505
1.0,3,36.303505
1.0,4,36.30979
1.0,3,36.30979
1.0,4,36.31526
1.0,3,36.31526
1.0,3,36.317794
1.0,3,36.317794
1.0,3,36.317794
1.0,3,36.317794
1.0,4,36.327064
1.0,3,36.328205
1.0,3,36.329283
1.0,3,36.331041
1.0,3,36.331041
1.0,3,36.331041
1.0,3,36.331041
1.0,3,36.331041
1.0,4,36.331041
1.0,3,36.331041
1.0,3,36.331041
1.0,4,36.348386
1.0,3,36.348386
1.0,3,36.348386
1.0,3,36.348386
1.0,3,36.354551
1.0,3,36.354551
1.0,3,36.35946
1.0,3,36.35946
1.0,5,36.362997
1.0,3,36.362997
1.0,3,36.366662
1.0,4,36.368668
1.0,3,36.368668
1.0,3,36.368668
1.0,3,36.368668
1.0,4,36.368668
1.0,3,36.378957
1.0,3,36.382251
1.0,3,36.383405
1.0,3,36.383405
1.0,3,36.387477
1.0,3,36.387477
1.0,3,36.387477
1.0,3,36.387477
1.0,3,36.394777
1.0,3,36.395802
1.0,3,36.395802
1.0,3,36.395802
1.0,3,36.401249
1.0,3,36.401249
1.0,4,36.401249
1.0,3,36.401249
1.0,3,36.401249
1.0,3,36.410074
1.0,4,36.410074
1.0,3,36.410074
1.0,3,36.410074
1.0,3,36.410074
1.0,3,36.410074
1.0,3,36.410074
1.0,3,36.410074
1.0,3,36.410074
1.0,4,36.425967
1.0,3,36.429677
1.0,4,36.433144
1.0,3,36.434515
1.0,3,36.435874
1.0,3,36.435874
1.0,4,36.440556
1.0,3,36.442974
1.0,3,36.442974
1.0,4,36.442974
1.0,3,36.449798
1.0,3,36.450799
1.0,3,36.452797
1.0,3,36.454798
1.0,4,36.457019
1.0,3,36.459337
1.0,3,36.461355
1.0,3,36.463639
1.0,3,36.463639
1.0,3,36.463639
1.0,4,36.463639
1.0,3,36.470956
1.0,3,36.470956
1.0,3,36.470956
1.0,3,36.475742
1.0,3,36.47951
1.0,4,36.481516
1.0,3,36.483521
1.0,3,36.485527
1.0,3,36.487533
1.0,3,36.487533
1.0,4,36.491514
1.0,3,36.491514
1.0,3,36.496953
1.0,3,36.503478
1.0,3,36.505348
1.0,3,36.505348
1.0,3,36.505348
1.0,3,36.51136
1.0,4,36.514443
1.0,3,36.514443
1.0,3,36.514443
1.0,3,36.514443
1.0,3,36.514443
1.0,3,36.514443
1.0,3,36.514443
1.0,4,36.527033
1.0,4,36.527033
1.0,4,36.527033
1.0,3,36.527033
1.0,3,36.527033
1.0,3,36.527033
1.0,3,36.527033
1.0,3,36.527033
1.0,3,36.527033
1.0,3,36.543018
1.0,3,36.543018
1.0,3,36.543018
1.0,4,36.543018
1.0,3,36.543018
1.0,3,36.543018
1.0,3,36.543018
1.0,3,36.543018
1.0,3,36.543018
1.0,3,36.5588
1.0,3,36.5588
1.0,3,36.5588
1.0,3,36.5588
1.0,3,36.5588
1.0,3,36.5588
1.0,4,36.5588
1.0,4,36.5588
1.0,3,36.5748
1.0,3,36.575902
1.0,3,36.575902
1.0,4,36.575902
1.0,4,36.575902
1.0,3,36.575902
1.0,3,36.575902
1.0,3,36.575902
1.0,4,36.590629
1.0,3,36.590629
1.0,3,36.590629
1.0,4,36.590629
1.0,3,36.590629
1.0,3,36.590629
1.0,3,36.590629
1.0,3,36.590629
1.0,3,36.590629
1.0,3,36.60707
1.0,4,36.609077
1.0,4,36.609077
1.0,3,36.609077
1.0,3,36.609077
1.0,3,36.609077
1.0,3,36.609077
1.0,3,36.609077
1.0,3,36.609077
1.0,3,36.623619
1.0,4,36.623619
1.0,4,36.623619
1.0,3,36.6303
1.0,3,36.6303
1.0,3,36.6303
1.0,3,36.6303
1.0,3,36.6303
1.0,3,36.638297
1.0,4,36.638297
1.0,3,36.638297
1.0,3,36.638297
1.0,3,36.638297
1.0,3,36.64975
1.0,4,36.64975
1.0,3,36.64975
1.0,3,36.65435
1.0,3,36.65435
1.0,3,36.65435
1.0,3,36.65435
1.0,3,36.65435
1.0,3,36.65435
1.0,3,36.65435
1.0,3,36.65435
1.0,3,36.65435
1.0,3,36.67014
1.0,4,36.672611
1.0,4,36.672611
1.0,3,36.672611
1.0,3,36.672611
1.0,3,36.672611
1.0,3,36.672611
1.0,4,36.68618
1.0,3,36.688187
1.0,3,36.690193
1.0,3,36.692199
1.0,3,36.694202
1.0,3,36.696208
1.0,4,36.696208
1.0,3,36.700798
1.0,4,36.702926
1.0,4,36.702926
1.0,3,36.706797
1.0,3,36.706797
1.0,3,36.706797
1.0,3,36.713714
1.0,3,36.713714
1.0,3,36.713714
1.0,3,37.7102
1.0,3,37.711374
1.0,3,37.714291
1.0,3,37.71603
1.0,3,37.720039
1.0,4,37.722043
1.0,3,37.724048
1.0,3,37.726052
1.0,3,37.728056
1.0,3,37.731462
1.0,3,37.733445
1.0,3,37.735451
1.0,3,37.737453
1.0,3,37.739455
1.0,3,37.741461
1.0,3,37.743466
1.0,4,37.747219
1.0,3,37.749227
1.0,3,37.751235
1.0,3,37.75324
1.0,3,37.757252
1.0,4,37.75949
1.0,3,37.75949
1.0,3,37.764341
1.0,4,37.766345
1.0,3,37.768348
1.0,3,37.768348
1.0,3,37.768348
1.0,3,37.776741
1.0,3,37.778488
1.0,3,37.780493
1.0,3,37.783562
1.0,3,37.783562
1.0,3,37.787453
1.0,3,37.787453
1.0,3,37.790519
1.0,4,37.794526
1.0,3,37.794526
1.0,3,37.799501
1.0,4,37.799501
1.0,3,37.804766
1.0,3,37.804766
1.0,4,37.804766
1.0,3,37.811472
1.0,3,37.813475
1.0,3,37.815372
1.0,3,37.815372
1.0,3,37.815372
1.0,3,37.815372
1.0,3,37.815372
1.0,3,37.826768
1.0,4,37.828584
1.0,4,37.830615
1.0,3,37.834914
1.0,4,37.834914
1.0,3,37.839131
1.0,3,37.842156
1.0,4,37.844716
1.0,3,37.846153
1.0,3,37.846153
1.0,3,37.846153
1.0,3,37.852543
1.0,3,37.852543
1.0,3,37.858067
1.0,4,37.860074
1.0,3,37.864083
1.0,3,37.866088
1.0,3,37.868094
1.0,3,37.870101
1.0,3,37.873856
1.0,4,37.875863
1.0,4,37.877869
1.0,4,37.881881
1.0,3,37.883887
1.0,3,37.885894
1.0,4,37.8879
1.0,4,37.891655
1.0,3,37.891655
1.0,3,37.891655
1.0,3,37.891655
1.0,3,37.891655
1.0,3,37.90146
1.0,4,37.905635
1.0,3,37.90614
1.0,3,37.908143
1.0,3,37.910871
1.0,5,37.910871
1.0,3,37.910871
1.0,3,37.910871
1.0,4,37.910871
1.0,3,37.921484
1.0,3,37.921484
1.0,3,37.921484
1.0,3,37.921484
1.0,3,37.921484
1.0,3,37.921484
1.0,3,37.931848
1.0,3,37.931848
1.0,3,37.931848
1.0,3,37.937376
1.0,3,37.937376
1.0,3,37.937376
1.0,3,37.937376
1.0,4,37.937376
1.0,3,37.937376
1.0,3,37.937376
1.0,3,37.937376
1.0,3,37.953038
1.0,3,37.957103
1.0,3,37.957103
1.0,3,37.957103
1.0,3,37.957103
1.0,3,37.957103
1.0,4,37.968901
1.0,3,37.968901
1.0,3,37.968901
1.0,3,37.968901
1.0,3,37.968901
1.0,3,37.968901
1.0,4,37.968901
1.0,4,37.984922
1.0,4,37.9879
1.0,4,37.9879
1.0,3,37.9879
1.0,3,37.9879
1.0,3,37.9879
1.0,3,37.9879
1.0,4,37.9879
1.0,3,38.001849
1.0,3,38.003855
1.0,3,38.003855
1.0,3,38.003855
1.0,3,38.003855
1.0,4,38.003855
1.0,3,38.003855
1.0,4,38.01657
1.0,3,38.01657
1.0,3,38.01657
1.0,4,38.01657
1.0,3,38.01657
1.0,3,38.01657
1.0,4,38.033688
1.0,3,38.034722
1.0,3,38.034722
1.0,3,38.039806
1.0,3,38.041872
1.0,3,38.043872
1.0,3,38.045872
1.0,3,38.047872
1.0,4,38.051422
1.0,3,38.052423
1.0,4,38.053425
1.0,3,38.053425
1.0,4,38.053425
1.0,3,38.053425
1.0,3,38.053425
1.0,3,38.069285
1.0,3,38.069285
1.0,3,38.069285
1.0,3,38.069285
1.0,4,38.069285
1.0,3,38.069285
1.0,3,38.085531
1.0,3,38.085531
1.0,3,38.085531
1.0,3,38.09056
1.0,3,38.092565
1.0,3,38.094568
1.0,3,38.096574
1.0,4,38.098579
1.0,3,38.100582
1.0,3,38.102799
1.0,4,38.102799
1.0,3,38.102799
1.0,3,38.102799
1.0,3,38.102799
1.0,3,38.102799
1.0,3,38.102799
1.0,4,38.118759
1.0,3,38.120766
1.0,3,38.124037
1.0,3,38.124037
1.0,4,38.129947
1.0,3,38.132402
1.0,3,38.134005
1.0,3,38.134005
1.0,4,38.13792
1.0,3,38.13792
1.0,3,38.13792
1.0,3,38.147107
1.0,3,38.149112
