#{"t_start": 1745691977.823762, "env_id": "None"}
r,l,t
1.0,3,74.814252
1.0,3,74.816211
1.0,3,74.819271
1.0,3,74.819271
1.0,3,74.819271
1.0,3,74.819271
1.0,3,74.819271
1.0,3,74.830065
1.0,3,74.832072
1.0,3,74.832072
1.0,3,74.832072
1.0,3,74.832072
1.0,3,74.832072
1.0,3,74.832072
1.0,3,74.846331
1.0,3,74.847353
1.0,3,74.847353
1.0,3,74.847353
1.0,4,74.847353
1.0,3,74.847353
1.0,3,74.847353
1.0,3,74.861548
1.0,3,74.861548
1.0,3,74.861548
1.0,3,74.861548
1.0,3,74.861548
1.0,3,74.861548
1.0,3,74.861548
1.0,3,74.877198
1.0,3,74.878317
1.0,3,74.882988
1.0,3,74.884317
1.0,3,74.887041
1.0,3,74.887041
1.0,3,74.887041
1.0,3,74.893478
1.0,3,74.893478
1.0,3,74.893478
1.0,3,74.900755
1.0,3,74.902106
1.0,3,74.905018
1.0,3,74.905018
1.0,3,74.910194
1.0,3,74.910194
1.0,3,74.910194
1.0,3,74.910194
1.0,3,74.918577
1.0,3,74.920071
1.0,3,74.92344
1.0,3,74.925188
1.0,3,74.928205
1.0,3,74.929454
1.0,3,74.929454
1.0,3,74.929454
1.0,3,74.929454
1.0,3,74.929454
1.0,3,74.94207
1.0,3,74.94207
1.0,3,74.94207
1.0,4,74.94207
1.0,3,74.951218
1.0,3,74.951218
1.0,3,74.956752
1.0,3,74.959463
1.0,3,74.959463
1.0,3,74.965106
1.0,3,74.965106
1.0,3,74.965106
1.0,3,74.97187
1.0,3,74.974079
1.0,3,74.974079
1.0,3,74.974079
1.0,3,74.979998
1.0,3,74.979998
1.0,3,74.984599
1.0,3,74.988979
1.0,3,74.990185
1.0,3,74.992885
1.0,3,74.992885
1.0,3,74.992885
1.0,3,74.992885
1.0,3,74.992885
1.0,3,75.005332
1.0,3,75.00662
1.0,3,75.009474
1.0,3,75.009474
1.0,5,75.009474
1.0,3,75.009474
1.0,3,75.022188
1.0,3,75.022188
1.0,3,75.025246
1.0,3,75.027609
1.0,3,75.027609
1.0,3,75.027609
1.0,3,75.037051
1.0,3,75.038358
1.0,3,75.038358
1.0,3,75.038358
1.0,3,75.038358
1.0,3,75.048444
1.0,3,75.048444
1.0,3,75.053521
1.0,3,75.057441
1.0,3,75.057441
1.0,3,75.057441
1.0,3,75.057441
1.0,3,75.057441
1.0,3,75.069879
1.0,3,75.069879
1.0,3,75.069879
1.0,3,75.069879
1.0,3,75.069879
1.0,3,75.069879
1.0,3,75.069879
1.0,3,75.084377
1.0,3,75.086381
1.0,3,75.086381
1.0,3,75.090108
1.0,3,75.090108
1.0,3,75.090108
1.0,3,75.090108
1.0,3,75.100736
1.0,3,75.100736
1.0,3,75.104848
1.0,3,75.104848
1.0,3,75.104848
1.0,3,75.104848
1.0,3,75.110948
1.0,3,75.110948
1.0,3,75.115955
1.0,3,75.115955
1.0,3,75.115955
1.0,3,75.115955
1.0,3,75.125626
1.0,3,75.127634
1.0,3,75.129641
1.0,3,75.132571
1.0,3,75.134964
1.0,3,75.138135
1.0,3,75.139135
1.0,3,75.142136
1.0,3,75.144135
1.0,3,75.146132
1.0,3,75.148286
1.0,3,75.151286
1.0,3,75.152542
1.0,3,75.152542
1.0,3,75.152542
1.0,3,75.152542
1.0,3,75.152542
1.0,3,75.152542
1.0,3,75.167028
1.0,3,75.168267
1.0,3,75.172054
1.0,3,75.174059
1.0,3,75.176067
1.0,3,75.176067
1.0,3,75.179503
1.0,3,75.183013
1.0,3,75.183013
1.0,3,75.183013
1.0,3,75.189001
1.0,3,75.189001
1.0,3,75.189001
1.0,3,75.189001
1.0,3,75.199106
1.0,3,75.199106
1.0,3,75.20146
1.0,3,75.20146
1.0,3,75.20146
1.0,3,75.209449
1.0,3,75.209449
1.0,3,75.212224
1.0,3,75.214842
1.0,3,75.214842
1.0,3,75.214842
1.0,3,75.222056
1.0,3,75.222056
1.0,3,75.222056
1.0,3,75.222056
1.0,3,75.230508
1.0,3,75.233026
1.0,3,75.233026
1.0,3,75.235946
1.0,3,75.239447
1.0,3,75.239447
1.0,3,75.242541
1.0,3,75.242541
1.0,3,75.246546
1.0,3,75.249834
1.0,3,75.249834
1.0,3,75.249834
1.0,3,75.249834
1.0,3,75.257157
1.0,3,75.257157
1.0,3,75.262642
1.0,3,75.264217
1.0,3,75.264217
1.0,3,75.264217
1.0,3,75.271376
1.0,3,75.271376
1.0,3,75.271376
1.0,3,75.271376
1.0,3,75.278739
1.0,3,75.278739
1.0,3,75.278739
1.0,3,75.278739
1.0,3,75.278739
1.0,3,75.278739
1.0,3,75.292649
1.0,3,75.2956
1.0,3,75.2956
1.0,3,75.298447
1.0,3,75.298447
1.0,3,75.298447
1.0,3,75.298447
1.0,3,75.305392
1.0,3,75.306592
1.0,3,75.306592
1.0,3,75.310738
1.0,3,75.311774
1.0,3,75.314621
1.0,3,75.314621
1.0,3,75.314621
1.0,3,75.314621
1.0,3,75.314621
1.0,3,75.314621
1.0,3,75.325955
1.0,3,75.32882
1.0,3,75.330827
1.0,3,75.332833
1.0,3,75.334839
1.0,3,75.338849
1.0,3,75.340855
1.0,3,75.343869
1.0,3,75.345875
1.0,3,75.347882
1.0,3,75.349889
1.0,3,75.351896
1.0,3,75.353903
1.0,3,75.35591
1.0,3,75.357658
1.0,3,75.359666
1.0,3,75.363678
1.0,3,75.365685
1.0,3,75.365685
1.0,3,75.367691
1.0,3,75.367691
1.0,3,75.37335
1.0,3,75.37335
1.0,3,75.37335
1.0,3,75.37335
1.0,3,75.37335
1.0,3,75.37335
1.0,3,75.37335
1.0,3,75.37335
1.0,3,75.390099
1.0,3,75.392815
1.0,3,75.392815
1.0,3,75.395672
1.0,3,75.395672
1.0,3,75.400418
1.0,3,75.402615
1.0,3,75.405121
1.0,3,75.407779
1.0,3,75.409566
1.0,3,75.409566
1.0,3,75.409566
1.0,3,75.409566
1.0,3,75.417035
1.0,3,75.417035
1.0,3,75.422317
1.0,3,75.422317
1.0,3,75.422317
1.0,3,75.429363
1.0,3,75.43063
1.0,3,75.43063
1.0,3,75.43063
1.0,3,75.436909
1.0,3,75.438854
1.0,3,75.438854
1.0,3,75.44086
1.0,3,75.442867
1.0,3,75.444873
1.0,3,75.446879
1.0,3,75.448885
1.0,3,75.450899
1.0,3,75.452646
1.0,3,75.453964
1.0,3,75.453964
1.0,3,75.458435
1.0,3,75.458435
1.0,3,75.458435
1.0,3,75.458435
1.0,3,75.458435
1.0,3,75.458435
1.0,3,75.469139
1.0,3,75.470152
1.0,3,75.472159
1.0,3,75.474166
1.0,3,75.47818
1.0,3,75.47818
1.0,3,75.47818
1.0,3,75.483678
1.0,3,75.485686
1.0,3,75.487693
1.0,3,75.489701
1.0,3,75.491708
1.0,3,75.493715
1.0,3,75.495722
1.0,3,75.49773
1.0,4,75.501486
1.0,3,75.503492
1.0,3,75.505499
1.0,3,75.507505
1.0,3,75.50951
1.0,3,75.511515
1.0,3,75.513521
1.0,3,75.51583
1.0,3,75.517838
1.0,3,75.519845
1.0,3,75.521853
1.0,3,75.52386
1.0,3,75.525868
1.0,3,75.527875
1.0,3,75.53139
1.0,3,75.53139
1.0,3,75.534563
1.0,3,75.534563
1.0,3,75.534563
1.0,3,75.541509
1.0,3,75.543516
1.0,3,75.545522
1.0,3,75.54727
1.0,3,75.54727
1.0,3,75.54727
1.0,3,75.54727
1.0,3,75.555397
1.0,3,75.555397
1.0,3,75.558292
1.0,3,75.558292
1.0,3,75.562996
1.0,3,75.562996
1.0,3,75.562996
1.0,3,75.562996
1.0,3,75.562996
1.0,3,75.562996
1.0,3,75.562996
1.0,3,75.578921
1.0,3,75.579926
1.0,3,75.583174
1.0,3,75.583174
1.0,3,75.583174
1.0,3,75.589772
1.0,4,75.592188
1.0,3,75.594192
1.0,3,75.596197
1.0,3,75.598201
1.0,3,75.600205
1.0,3,76.601576
1.0,3,76.604029
1.0,3,76.604029
1.0,3,76.604029
1.0,3,76.609385
1.0,3,76.609385
1.0,3,76.609385
1.0,3,76.609385
1.0,3,76.619397
1.0,3,76.619397
1.0,3,76.619397
1.0,3,76.625155
1.0,3,76.627159
1.0,3,76.630479
1.0,3,76.632485
1.0,3,76.63449
1.0,3,76.63449
1.0,3,76.638755
1.0,3,76.641267
1.0,3,76.641267
1.0,3,76.641267
1.0,3,76.645513
1.0,3,76.647516
1.0,3,76.647516
1.0,3,76.647516
1.0,3,76.65587
1.0,3,76.657376
1.0,3,76.657376
1.0,3,76.657376
1.0,3,76.657376
1.0,3,76.657376
1.0,3,76.657376
1.0,3,76.657376
1.0,3,76.673066
1.0,3,76.674231
1.0,3,76.676028
1.0,3,76.678454
1.0,3,76.680196
1.0,3,76.682198
1.0,3,76.685945
1.0,3,76.687947
1.0,3,76.68895
1.0,3,76.690953
1.0,3,76.692955
1.0,3,76.694699
1.0,3,76.696702
1.0,3,76.698704
1.0,3,76.700712
1.0,3,76.70477
1.0,3,76.707305
1.0,3,76.709307
1.0,3,76.711309
1.0,3,76.713312
1.0,3,76.715314
1.0,3,76.717317
1.0,3,76.71932
1.0,3,76.721742
1.0,3,76.723746
1.0,3,76.725748
1.0,3,76.728407
1.0,3,76.730406
1.0,3,76.732407
1.0,3,76.734408
1.0,3,76.736407
1.0,3,76.739111
1.0,3,76.741121
1.0,3,76.742125
1.0,3,76.744329
1.0,3,76.746332
1.0,3,76.748336
1.0,3,76.750339
1.0,3,76.752874
1.0,3,76.754878
1.0,3,76.757884
1.0,3,76.759887
1.0,3,76.761889
1.0,3,76.763891
1.0,3,76.765894
1.0,3,76.767896
1.0,3,76.769898
1.0,3,76.773644
1.0,3,76.774796
1.0,3,76.777645
1.0,3,76.779383
1.0,3,76.781156
1.0,3,76.783159
1.0,3,76.785161
1.0,3,76.787164
1.0,3,76.789165
1.0,3,76.791169
1.0,3,76.791169
1.0,3,76.791169
1.0,3,76.791169
1.0,3,76.791169
1.0,3,76.801901
1.0,3,76.803346
1.0,3,76.806489
1.0,3,76.806489
1.0,3,76.806489
1.0,3,76.806489
1.0,3,76.806489
1.0,3,76.806489
1.0,3,76.806489
1.0,3,76.806489
1.0,3,76.82111
1.0,3,76.82111
1.0,3,76.82111
1.0,3,76.82111
1.0,3,76.82111
1.0,3,76.82111
1.0,3,76.82111
1.0,3,76.82111
1.0,3,76.82111
1.0,3,76.836788
1.0,3,76.838471
1.0,3,76.841154
1.0,3,76.841154
1.0,3,76.841154
1.0,3,76.841154
1.0,3,76.841154
1.0,3,76.841154
1.0,3,76.841154
1.0,3,76.852688
1.0,3,76.852688
1.0,3,76.852688
1.0,3,76.852688
1.0,3,76.852688
1.0,3,76.862921
1.0,3,76.862921
1.0,3,76.862921
1.0,3,76.862921
1.0,3,76.868747
1.0,3,76.870827
1.0,3,76.872469
1.0,3,76.875071
1.0,3,76.875071
1.0,3,76.875071
1.0,3,76.875071
1.0,3,76.875071
1.0,3,76.884173
1.0,3,76.884173
1.0,3,76.886276
1.0,3,76.886276
1.0,3,76.886276
1.0,3,76.886276
1.0,3,76.886276
1.0,3,76.886276
1.0,3,76.886276
1.0,3,76.886276
1.0,3,76.899976
1.0,3,76.899976
1.0,3,76.899976
1.0,3,76.899976
1.0,3,76.899976
1.0,3,76.899976
1.0,3,76.899976
1.0,3,76.899976
1.0,3,76.899976
1.0,3,76.917512
1.0,3,76.917512
1.0,3,76.917512
1.0,3,76.917512
1.0,3,76.917512
1.0,3,76.917512
1.0,3,76.917512
1.0,3,76.917512
1.0,3,76.917512
1.0,3,76.931861
1.0,3,76.931861
1.0,3,76.931861
1.0,3,76.931861
1.0,3,76.931861
1.0,3,76.931861
1.0,3,76.931861
1.0,3,76.945178
1.0,3,76.94668
1.0,3,76.949935
1.0,3,76.95194
1.0,3,76.95194
1.0,3,76.955572
1.0,3,76.956687
1.0,3,76.959373
1.0,3,76.961379
1.0,3,76.961379
1.0,3,76.964447
1.0,3,76.964447
1.0,3,76.964447
1.0,3,76.970131
1.0,3,76.970131
1.0,3,76.970131
1.0,3,76.974443
1.0,3,76.976595
1.0,3,76.9786
1.0,3,76.979604
1.0,3,76.979604
1.0,3,76.983555
1.0,3,76.984899
1.0,3,76.984899
1.0,3,76.984899
1.0,3,76.984899
1.0,3,76.984899
1.0,3,76.984899
1.0,3,76.995281
1.0,3,76.995281
1.0,3,76.999432
1.0,3,76.999432
1.0,3,76.999432
1.0,3,76.999432
1.0,3,76.999432
1.0,3,76.999432
1.0,3,76.999432
1.0,3,77.011165
1.0,3,77.013111
1.0,3,77.013111
1.0,3,77.013111
1.0,3,77.013111
1.0,3,77.013111
1.0,3,77.013111
1.0,3,77.013111
1.0,3,77.013111
1.0,3,77.027055
1.0,3,77.028203
1.0,3,77.028203
1.0,3,77.028203
1.0,3,77.028203
1.0,3,77.028203
1.0,3,77.028203
1.0,3,77.028203
1.0,3,77.028203
1.0,3,77.028203
1.0,3,77.04289
1.0,3,77.04289
1.0,3,77.04289
1.0,3,77.04289
1.0,3,77.04289
1.0,3,77.04289
1.0,3,77.04289
1.0,3,77.04289
1.0,3,77.04289
1.0,3,77.058754
1.0,3,77.061462
1.0,3,77.061462
1.0,3,77.061462
1.0,3,77.061462
1.0,3,77.061462
1.0,3,77.070198
1.0,3,77.072568
1.0,3,77.074576
1.0,3,77.07558
1.0,3,77.078916
1.0,3,77.078916
1.0,3,77.081125
1.0,3,77.083207
1.0,3,77.085679
1.0,3,77.086717
1.0,3,77.089599
1.0,3,77.091795
1.0,3,77.0938
1.0,3,77.095806
1.0,3,77.097811
1.0,3,77.099817
1.0,3,77.099817
1.0,3,77.103734
1.0,3,77.103734
1.0,3,77.106253
1.0,3,77.107757
1.0,3,77.110995
1.0,3,77.110995
1.0,3,77.110995
1.0,3,77.110995
1.0,3,77.110995
1.0,3,77.110995
1.0,3,77.110995
1.0,3,77.12265
1.0,3,77.124657
1.0,3,77.126663
1.0,3,77.126663
1.0,3,77.126663
1.0,3,77.126663
1.0,3,77.126663
1.0,3,77.126663
1.0,3,77.138051
1.0,3,77.138051
1.0,3,77.138051
1.0,3,77.138051
1.0,3,77.138051
1.0,3,77.148313
1.0,3,77.149414
1.0,3,77.149414
1.0,3,77.152653
1.0,3,77.155174
1.0,3,77.155174
1.0,3,77.157901
1.0,3,77.157901
1.0,3,77.157901
1.0,3,77.157901
1.0,3,77.157901
1.0,3,77.157901
1.0,3,77.157901
1.0,3,77.170895
1.0,3,77.170895
1.0,3,77.170895
1.0,3,77.170895
1.0,3,77.170895
1.0,3,77.170895
1.0,3,77.170895
1.0,3,77.170895
1.0,3,77.170895
1.0,3,77.187027
1.0,3,77.187027
1.0,3,77.187027
1.0,3,77.187027
1.0,3,77.193775
1.0,3,77.193775
1.0,3,77.193775
1.0,3,77.193775
1.0,3,77.193775
1.0,3,77.201614
1.0,3,77.201614
1.0,3,77.201614
1.0,3,77.201614
1.0,3,77.201614
1.0,3,77.211455
1.0,3,77.211455
1.0,3,77.211455
1.0,3,77.211455
1.0,3,77.217518
1.0,3,77.219362
1.0,3,77.22193
1.0,3,77.223936
1.0,3,77.223936
1.0,3,77.225942
1.0,3,77.227947
1.0,3,77.229953
1.0,4,77.231959
1.0,3,77.233465
1.0,3,77.235471
1.0,3,77.237477
1.0,3,77.237477
1.0,3,77.237477
1.0,3,77.237477
1.0,3,77.237477
1.0,3,77.237477
1.0,3,77.249982
1.0,3,77.252116
1.0,3,77.25336
1.0,3,77.255733
1.0,3,77.256774
1.0,3,77.258783
1.0,3,77.26079
1.0,3,77.262791
1.0,3,77.26379
1.0,3,77.265791
1.0,3,77.26779
1.0,3,77.269791
1.0,3,77.270859
1.0,3,77.270859
1.0,3,77.270859
1.0,3,77.270859
1.0,3,77.277634
1.0,3,77.279341
1.0,3,77.279341
1.0,3,77.282115
1.0,3,77.284028
1.0,3,77.285775
1.0,3,77.287781
1.0,3,77.289788
1.0,3,77.291794
1.0,3,77.2938
1.0,3,77.295805
1.0,3,77.295805
1.0,3,77.297811
1.0,3,77.299817
1.0,3,77.301564
1.0,3,77.30357
1.0,3,77.305577
1.0,3,77.307582
1.0,3,77.309588
1.0,3,77.309588
1.0,3,77.311594
1.0,3,77.3136
1.0,3,77.315605
1.0,3,77.317352
1.0,3,77.319054
1.0,3,77.319054
1.0,3,77.319054
1.0,3,77.319054
1.0,3,77.319054
1.0,3,77.319054
1.0,3,77.319054
1.0,3,77.319054
1.0,3,77.333709
1.0,3,77.334718
1.0,3,77.334718
1.0,3,77.334718
1.0,3,77.334718
1.0,3,77.334718
1.0,3,77.334718
1.0,3,77.334718
1.0,3,77.334718
1.0,3,77.334718
1.0,3,77.349019
1.0,3,77.349019
1.0,3,77.349019
1.0,3,77.349019
1.0,3,77.349019
1.0,3,77.349019
1.0,3,77.349019
1.0,3,77.349019
1.0,3,77.349019
1.0,3,77.364929
1.0,3,77.367282
1.0,3,77.36963
1.0,3,77.371321
1.0,3,77.371321
1.0,3,77.374881
1.0,3,77.374881
1.0,3,77.377005
1.0,3,77.377005
1.0,3,77.382487
1.0,3,77.382487
1.0,3,77.382487
1.0,4,77.382487
1.0,3,77.382487
1.0,3,77.382487
1.0,3,77.382487
1.0,3,77.39519
1.0,3,77.398829
1.0,3,77.400954
1.0,3,77.401983
1.0,3,77.403036
1.0,3,77.406104
1.0,3,77.40811
1.0,3,77.410116
1.0,3,77.410116
1.0,3,77.412633
1.0,3,77.413915
1.0,3,77.416548
1.0,3,77.418236
1.0,3,77.419383
1.0,3,77.421662
1.0,3,77.421662
1.0,3,77.425399
1.0,3,77.425399
1.0,3,77.428417
1.0,4,77.43117
1.0,3,77.43117
1.0,3,77.43117
1.0,3,77.43117
1.0,3,77.43117
1.0,3,77.43117
1.0,3,77.43117
1.0,3,77.43117
1.0,3,77.444379
1.0,3,77.444379
1.0,3,77.444379
1.0,3,77.444379
1.0,3,77.444379
1.0,3,77.444379
1.0,3,77.444379
1.0,3,77.444379
1.0,3,77.444379
1.0,3,77.460061
1.0,3,77.462475
1.0,3,77.463601
1.0,3,77.465961
1.0,3,77.465961
1.0,3,77.465961
1.0,3,77.465961
1.0,3,77.465961
1.0,3,77.465961
1.0,3,77.47585
1.0,3,77.47585
1.0,3,77.479053
-1.5,3,77.479053
1.0,3,77.479053
1.0,3,77.479053
1.0,3,77.479053
1.0,3,77.479053
1.0,3,77.479053
1.0,3,77.491845
-1.5,3,77.491845
1.0,3,77.491845
1.0,3,77.491845
1.0,3,77.491845
1.0,3,77.500051
1.0,3,77.502057
1.0,3,77.502057
1.0,3,77.502057
1.0,3,77.507836
1.0,3,77.50935
1.0,3,77.50935
1.0,3,77.50935
1.0,3,77.50935
1.0,3,77.50935
1.0,3,77.50935
1.0,3,77.50935
1.0,3,77.50935
1.0,3,77.523566
1.0,3,77.525573
1.0,3,77.527663
1.0,3,77.529358
1.0,3,77.529358
1.0,3,77.529358
1.0,3,77.529358
1.0,3,77.529358
1.0,3,77.529358
1.0,3,77.539812
1.0,3,77.541007
1.0,3,77.541007
1.0,3,77.541007
1.0,3,77.541007
1.0,3,77.541007
1.0,3,77.548631
1.0,3,77.548631
1.0,3,77.548631
1.0,3,77.555158
1.0,3,77.557165
1.0,3,77.557165
1.0,3,77.557165
1.0,3,77.557165
1.0,3,77.557165
1.0,3,77.557165
1.0,3,77.557165
1.0,3,77.571021
1.0,3,77.571021
1.0,3,77.571021
1.0,3,77.575907
1.0,3,77.575907
1.0,3,77.575907
1.0,3,77.575907
1.0,3,77.575907
1.0,3,77.575907
1.0,3,77.587058
1.0,3,77.58861
1.0,3,77.58861
1.0,3,77.58861
1.0,3,77.58861
1.0,3,77.58861
1.0,3,77.596685
1.0,3,77.596685
1.0,3,77.596685
1.0,3,77.603018
1.0,3,77.604071
1.0,3,77.604071
1.0,3,77.604071
1.0,3,77.604071
1.0,3,77.604071
1.0,3,77.604071
1.0,3,77.604071
1.0,3,77.604071
1.0,3,77.617613
1.0,3,77.619143
1.0,3,77.621149
1.0,3,77.621149
1.0,3,77.621149
1.0,3,77.621149
1.0,3,77.621149
1.0,3,77.621149
1.0,3,77.621149
1.0,3,77.621149
1.0,3,77.635072
1.0,3,77.637077
1.0,3,77.639084
1.0,3,77.639084
1.0,3,77.639084
1.0,3,77.639084
1.0,3,77.639084
1.0,3,77.639084
1.0,3,77.639084
1.0,3,77.652193
1.0,3,77.652193
1.0,3,77.652193
1.0,3,77.652193
1.0,3,77.652193
1.0,3,77.660573
1.0,3,77.660573
1.0,3,77.660573
1.0,3,77.660573
1.0,3,77.666588
1.0,3,77.667744
1.0,3,77.667744
1.0,3,77.667744
1.0,3,77.667744
1.0,3,77.667744
1.0,3,77.667744
1.0,3,77.667744
1.0,3,77.667744
1.0,3,77.682293
1.0,3,77.682293
1.0,3,77.682293
1.0,3,77.682293
1.0,3,77.682293
1.0,3,77.682293
1.0,3,77.682293
1.0,3,77.682293
1.0,3,77.682293
1.0,3,77.682293
1.0,3,77.698178
1.0,3,77.70062
1.0,3,77.70062
1.0,3,77.70062
1.0,3,77.70062
1.0,3,77.70062
1.0,3,77.70062
1.0,3,77.70062
1.0,3,77.70062
1.0,3,77.714133
1.0,3,77.717146
1.0,3,77.717146
1.0,3,77.719151
1.0,3,77.721157
1.0,3,77.723163
1.0,3,77.723163
1.0,3,77.723163
1.0,3,77.729826
1.0,3,77.730945
1.0,3,77.730945
1.0,3,77.730945
1.0,3,77.730945
1.0,3,77.730945
1.0,4,77.739351
1.0,3,77.742294
1.0,3,77.742294
1.0,3,77.746387
1.0,3,77.747413
1.0,3,77.749233
1.0,3,77.751239
1.0,3,77.753245
1.0,3,77.753245
1.0,3,77.75525
1.0,3,77.757257
1.0,3,77.757257
1.0,3,77.761724
1.0,3,77.764081
1.0,3,77.764081
1.0,3,77.764081
1.0,3,77.764081
1.0,3,77.770391
1.0,3,77.772315
1.0,3,77.772315
1.0,3,77.772315
1.0,3,77.778361
1.0,3,77.780022
1.0,3,77.780022
1.0,3,77.784028
1.0,3,77.786028
1.0,3,77.787028
1.0,3,77.789028
1.0,3,77.791028
1.0,3,77.793028
1.0,3,77.794824
1.0,3,77.795825
1.0,3,77.797825
1.0,3,77.798896
1.0,3,77.798896
1.0,3,77.798896
1.0,3,77.798896
1.0,3,77.798896
1.0,3,77.798896
1.0,3,77.798896
1.0,3,77.798896
1.0,3,77.798896
1.0,3,77.81374
1.0,3,77.816076
1.0,3,77.819335
1.0,3,77.821116
1.0,3,77.821116
1.0,3,77.821116
1.0,3,77.824708
1.0,3,77.824708
1.0,3,77.829495
1.0,3,77.830628
1.0,3,77.830628
1.0,3,77.833222
1.0,3,77.833222
1.0,3,77.833222
1.0,3,77.833222
1.0,3,77.840168
1.0,3,77.840168
1.0,3,77.840168
1.0,3,78.805469
1.0,3,78.805469
1.0,3,78.816648
1.0,3,78.818651
1.0,3,78.818651
1.0,3,78.818651
1.0,3,78.818651
1.0,3,78.818651
1.0,3,78.818651
1.0,3,78.818651
1.0,3,78.833482
1.0,3,78.835487
1.0,3,78.838611
1.0,3,78.840615
1.0,3,78.842615
1.0,3,78.844803
1.0,3,78.847305
1.0,3,78.849314
1.0,3,78.851316
1.0,3,78.853318
1.0,3,78.853318
1.0,3,78.853318
1.0,3,78.853318
1.0,4,78.853318
1.0,3,78.853318
1.0,3,78.853318
1.0,3,78.869066
1.0,3,78.869066
1.0,3,78.869066
1.0,4,78.869066
1.0,3,78.869066
1.0,3,78.869066
1.0,3,78.869066
1.0,3,78.885018
1.0,3,78.885018
1.0,3,78.887987
1.0,3,78.887987
1.0,3,78.887987
1.0,3,78.887987
1.0,3,78.887987
1.0,3,78.887987
1.0,3,78.902258
1.0,3,78.902258
1.0,3,78.902258
1.0,3,78.902258
1.0,3,78.909663
1.0,3,78.909663
1.0,3,78.909663
1.0,3,78.917192
1.0,3,78.919944
1.0,3,78.922013
1.0,3,78.922013
1.0,3,78.922013
1.0,3,78.922013
1.0,3,78.922013
1.0,3,78.932581
1.0,3,78.934481
1.0,3,78.936485
1.0,3,78.938488
1.0,3,78.940231
1.0,3,78.942234
1.0,3,78.944237
1.0,3,78.946239
1.0,3,78.948241
1.0,3,78.950245
1.0,3,78.952248
1.0,3,78.952248
1.0,3,78.952248
1.0,3,78.952248
1.0,3,78.952248
1.0,3,78.952248
1.0,3,78.964347
1.0,3,78.965412
1.0,3,78.965412
1.0,3,78.965412
1.0,3,78.965412
1.0,3,78.965412
1.0,3,78.965412
1.0,3,78.979643
1.0,3,78.981647
1.0,3,78.981647
1.0,3,78.981647
1.0,3,78.981647
1.0,3,78.990052
1.0,3,78.992085
1.0,3,78.994088
1.0,3,78.996148
1.0,3,78.998151
1.0,3,79.000154
1.0,3,79.002159
1.0,3,79.004162
1.0,3,79.006166
1.0,3,79.008169
1.0,3,79.011674
1.0,3,79.011674
1.0,3,79.011674
1.0,3,79.011674
1.0,3,79.011674
1.0,3,79.020751
1.0,3,79.020751
1.0,3,79.020751
1.0,3,79.020751
1.0,3,79.027492
1.0,3,79.028653
1.0,3,79.030679
1.0,3,79.030679
1.0,3,79.030679
1.0,3,79.030679
1.0,3,79.030679
1.0,3,79.038733
1.0,3,79.038733
1.0,3,79.043425
1.0,3,79.044973
1.0,3,79.044973
1.0,3,79.044973
1.0,3,79.044973
1.0,3,79.044973
1.0,3,79.053607
1.0,3,79.053607
1.0,3,79.053607
1.0,3,79.059275
1.0,3,79.059275
1.0,3,79.059275
1.0,3,79.059275
1.0,3,79.059275
1.0,3,79.059275
1.0,3,79.059275
1.0,3,79.059275
1.0,3,79.059275
1.0,3,79.075199
1.0,3,79.076364
1.0,3,79.076364
1.0,3,79.079198
1.0,3,79.079198
1.0,3,79.079198
1.0,3,79.079198
1.0,3,79.079198
1.0,3,79.079198
1.0,3,79.079198
1.0,3,79.091498
1.0,3,79.091498
1.0,3,79.091498
1.0,3,79.091498
1.0,3,79.091498
1.0,3,79.091498
1.0,3,79.091498
1.0,3,79.091498
1.0,3,79.106504
1.0,3,79.107542
1.0,3,79.109748
1.0,3,79.109748
1.0,3,79.112186
1.0,3,79.112186
1.0,3,79.112186
1.0,3,79.112186
1.0,3,79.119717
1.0,3,79.122179
1.0,3,79.123238
1.0,3,79.125181
1.0,3,79.126744
1.0,3,79.126744
1.0,3,79.126744
1.0,3,79.126744
1.0,3,79.126744
1.0,3,79.126744
1.0,3,79.126744
1.0,3,79.13918
1.0,3,79.140433
1.0,3,79.140433
1.0,3,79.140433
1.0,3,79.140433
1.0,3,79.140433
1.0,3,79.140433
1.0,3,79.140433
1.0,3,79.140433
1.0,3,79.140433
1.0,3,79.157193
1.0,3,79.159082
1.0,3,79.159082
1.0,3,79.159082
1.0,3,79.159082
1.0,3,79.159082
1.0,3,79.159082
1.0,3,79.159082
1.0,3,79.170937
1.0,3,79.172878
1.0,3,79.172878
1.0,3,79.172878
1.0,3,79.172878
1.0,3,79.179966
1.0,3,79.179966
1.0,3,79.179966
1.0,3,79.179966
1.0,3,79.186757
1.0,3,79.187832
1.0,3,79.187832
1.0,3,79.190538
1.0,3,79.190538
1.0,3,79.190538
1.0,3,79.190538
1.0,3,79.190538
1.0,3,79.190538
1.0,3,79.190538
1.0,3,79.203887
1.0,3,79.203887
1.0,3,79.203887
1.0,3,79.203887
1.0,3,79.203887
1.0,3,79.203887
1.0,3,79.203887
1.0,3,79.203887
1.0,3,79.203887
1.0,3,79.218664
1.0,3,79.220008
1.0,3,79.222144
1.0,3,79.222144
1.0,3,79.224874
1.0,3,79.227045
1.0,3,79.229086
1.0,3,79.23035
1.0,3,79.23035
1.0,3,79.234357
1.0,3,79.234357
1.0,3,79.236938
1.0,3,79.236938
1.0,3,79.236938
1.0,3,79.236938
1.0,3,79.236938
1.0,3,79.247224
