#{"t_start": 1745253351.5472279, "env_id": "None"}
r,l,t
1.0,5,19.791148
0.5,5,19.797431
0.5,5,19.80202
1.0,5,19.808408
-1.0,4,19.814598
0.5,5,19.821251
1.0,4,19.826273
0.5,5,19.831388
1.0,3,19.834399
1.0,5,19.838792
1.0,3,19.842102
1.0,4,19.84562
1.0,3,19.847691
0.5,5,19.851943
-1.0,3,19.854951
-1.0,3,19.858271
1.0,4,19.861595
-1.0,4,19.865598
1.0,3,19.868111
1.0,3,19.869605
-1.0,3,19.873032
-1.0,3,19.875481
1.0,4,19.879049
1.0,5,19.883481
-1.0,3,19.886828
1.0,4,19.889372
1.0,5,19.894907
1.0,3,19.89747
-1.0,4,19.900477
0.5,5,19.905324
0.5,5,19.907429
-1.0,4,19.913947
0.5,5,19.918769
-1.0,3,19.920843
1.0,4,19.924208
-1.0,4,19.928818
1.0,5,19.932323
1.0,5,19.936985
1.0,3,19.939196
1.0,3,19.942229
1.0,4,19.945701
1.0,3,19.947305
1.0,4,19.950866
1.0,5,19.955581
-1.0,4,19.958971
1.0,4,19.96223
0.5,5,19.96683
0.5,5,19.972093
0.5,5,19.976909
1.0,4,19.979617
1.0,4,19.983212
1.0,4,19.988533
1.0,4,19.991997
-1.0,3,19.995377
1.0,3,19.997633
1.0,4,20.001992
0.5,5,20.006515
0.5,5,20.010547
0.5,5,20.015547
-1.0,4,20.017773
-1.0,4,20.022462
1.0,3,20.025611
1.0,4,20.027304
1.0,4,20.029337
1.0,5,20.036611
1.0,4,20.037753
1.0,4,20.037753
1.0,5,20.047415
1.0,4,20.051253
1.0,4,20.054526
1.0,4,20.057602
1.0,4,20.057602
1.0,5,20.06651
1.0,4,20.069952
1.0,3,20.0727
0.5,5,20.076893
0.5,5,20.082384
1.0,5,20.086991
-1.0,4,20.090771
1.0,4,20.094525
1.0,5,20.0987
-1.0,4,20.103254
0.5,5,20.108462
1.0,5,20.113667
0.5,5,20.118347
1.0,5,20.122152
-1.0,3,20.125552
0.5,5,20.130896
1.0,5,20.136431
1.0,4,20.140838
-1.0,3,20.144333
0.5,5,20.151934
-1.0,3,20.155427
1.0,4,20.160333
1.0,4,20.165325
-1.0,4,20.170052
1.0,5,20.175565
1.0,4,20.177806
-1.0,4,20.182646
1.0,4,20.188357
1.0,4,20.193589
1.0,3,20.196268
1.0,4,20.199669
0.5,5,20.205765
1.0,5,20.21032
1.0,4,20.214337
0.5,5,20.219055
1.0,5,20.222792
-1.0,3,20.226358
1.0,3,20.227486
1.0,5,20.233217
1.0,4,20.237502
-1.0,3,20.240263
1.0,5,20.243729
0.5,5,20.247327
-1.0,4,20.250345
1.0,4,20.256857
1.0,4,20.259389
1.0,4,20.259389
1.0,3,20.266254
1.0,5,20.266254
1.0,4,20.273075
1.0,5,20.27737
1.0,5,20.27737
0.5,5,20.287337
-1.0,4,20.291477
1.0,5,20.296332
-1.0,4,20.297038
1.0,5,20.303209
-1.0,3,20.307264
-1.0,3,20.308396
1.0,3,20.308396
0.5,5,20.316546
0.5,5,20.317705
1.0,4,20.322978
-1.0,4,20.327745
1.0,5,20.327745
1.0,4,20.336006
1.0,5,20.340144
1.0,5,20.345309
1.0,5,20.350273
1.0,4,20.352509
1.0,5,20.35634
-1.0,4,20.362801
0.5,5,20.36751
1.0,5,20.371852
1.0,4,20.375356
1.0,3,20.37785
1.0,5,20.382343
1.0,3,20.384187
1.0,4,20.386837
-1.0,4,20.392128
1.0,4,20.396167
1.0,4,20.400519
0.5,5,20.407021
-1.0,4,20.410569
-1.0,3,20.416347
0.5,5,20.42392
-1.0,4,20.427883
1.0,4,20.4307
0.5,5,21.483591
-1.0,4,21.486614
-1.0,3,21.492722
1.0,4,21.497511
0.5,5,21.501504
-1.0,3,21.506353
-1.0,4,21.510366
1.0,4,21.515377
-1.0,4,21.519156
1.0,3,21.522656
-1.0,3,21.527179
-1.0,4,21.530634
1.0,3,21.53408
1.0,4,21.538962
0.5,5,21.542967
-1.0,3,21.546481
0.5,5,21.553139
1.0,4,21.556862
1.0,4,21.561497
1.0,4,21.565338
-1.0,3,21.568393
1.0,3,21.570396
-1.0,3,21.575406
1.0,4,21.579074
1.0,3,21.581077
-1.0,4,21.58659
-1.0,4,21.592606
1.0,5,21.597301
1.0,3,21.59931
-1.0,3,21.601313
1.0,4,21.606326
1.0,4,21.610339
1.0,5,21.616356
1.0,4,21.620367
1.0,4,21.625375
1.0,5,21.629362
1.0,4,21.633479
0.5,5,21.638505
1.0,5,21.644012
1.0,3,21.647238
1.0,5,21.652926
1.0,4,21.656357
1.0,5,21.662135
-1.0,3,21.666452
1.0,5,21.669154
1.0,4,21.67603
1.0,5,21.679734
1.0,4,21.684228
1.0,5,21.690173
-1.0,4,21.694205
0.5,5,21.697227
-1.0,4,21.702183
1.0,4,21.705495
1.0,4,21.709107
1.0,5,21.709107
-1.0,4,21.717326
1.0,5,21.722358
1.0,5,21.726862
1.0,4,21.730174
1.0,5,21.730174
1.0,4,21.736701
1.0,5,21.742589
1.0,4,21.746161
-1.0,4,21.748579
0.5,5,21.75395
1.0,5,21.758531
1.0,4,21.761617
1.0,3,21.764409
-1.0,4,21.767563
1.0,5,21.770873
1.0,4,21.776424
-1.0,4,21.779309
1.0,5,21.783191
1.0,3,21.786221
-1.0,3,21.788503
1.0,4,21.791492
1.0,4,21.79557
1.0,4,21.799904
1.0,4,21.799904
-1.0,3,21.805411
1.0,4,21.80822
1.0,4,21.812261
1.0,3,21.815402
1.0,5,21.819453
1.0,5,21.823103
1.0,4,21.828515
1.0,4,21.830954
-1.0,3,21.830954
1.0,4,21.837726
-1.0,4,21.840892
-1.0,4,21.846296
1.0,5,21.850682
-1.0,4,21.852426
1.0,4,21.857393
1.0,4,21.859095
1.0,4,21.863227
1.0,5,21.868554
1.0,3,21.87171
-1.0,4,21.87549
1.0,5,21.879205
1.0,4,21.879205
0.5,5,21.887462
1.0,3,21.891879
1.0,4,21.896432
1.0,3,21.899255
1.0,4,21.901738
1.0,4,21.906416
1.0,4,21.906416
-1.0,4,21.91554
-1.0,4,21.919261
1.0,4,21.921
-1.0,4,21.926522
1.0,3,21.927548
1.0,4,21.933064
1.0,3,21.935665
1.0,5,21.940054
1.0,4,21.943726
1.0,4,21.947428
1.0,4,21.950711
1.0,4,21.954072
1.0,5,21.960017
1.0,4,21.963017
1.0,3,21.966618
1.0,3,21.969716
0.5,5,21.97191
1.0,3,21.976494
-1.0,3,21.979358
1.0,5,21.981956
1.0,5,21.987761
1.0,5,21.989778
1.0,5,21.998087
1.0,4,22.00313
1.0,4,22.007269
1.0,4,22.008273
1.0,4,22.013736
1.0,3,22.016258
-1.0,4,22.020846
1.0,5,22.02635
1.0,4,22.031133
0.5,5,22.035625
1.0,5,22.040268
-1.0,4,22.045312
-1.0,4,22.049262
1.0,4,22.05302
-1.0,4,22.057541
-1.0,4,22.061553
1.0,3,22.063005
-1.0,4,22.069191
0.5,5,22.074732
-1.0,3,22.077605
1.0,5,22.083391
1.0,3,22.086363
1.0,5,22.092181
1.0,5,22.096258
-1.0,4,22.100312
1.0,4,22.104779
-1.0,4,22.107638
1.0,5,22.114204
1.0,4,22.117991
1.0,4,22.121623
-1.0,4,22.125632
-1.0,4,22.131207
-1.0,4,22.135713
-1.0,3,22.138011
1.0,5,22.143036
1.0,4,22.146437
1.0,5,22.150847
1.0,4,22.15615
1.0,4,22.159356
1.0,4,22.162694
1.0,4,22.166206
1.0,5,22.171838
1.0,4,22.176313
1.0,5,22.180592
1.0,4,22.185513
1.0,3,22.188028
1.0,5,22.190971
-1.0,4,22.198555
1.0,4,22.202234
1.0,3,22.205368
1.0,4,22.209137
1.0,5,22.212998
1.0,3,22.216532
1.0,3,22.217784
-1.0,4,22.217784
1.0,5,22.227229
0.5,5,22.229087
-1.0,3,22.229087
1.0,3,22.236822
1.0,3,22.23734
0.5,5,22.243088
1.0,4,22.246918
-1.0,4,22.250932
1.0,4,22.254326
1.0,4,22.257457
-1.0,4,22.261309
1.0,4,22.26531
1.0,5,22.26704
0.5,5,22.274234
-1.0,4,22.277935
1.0,5,22.282267
1.0,3,22.285287
-1.0,4,22.2892
1.0,4,22.292124
-1.0,4,22.297346
1.0,4,22.297346
1.0,3,22.302794
-1.0,4,22.307097
1.0,4,22.309647
-1.0,3,22.31407
-1.0,4,22.317745
1.0,5,22.32227
1.0,4,22.32615
1.0,4,22.330226
0.5,5,22.333308
1.0,5,22.338918
1.0,4,22.341427
1.0,5,22.347087
0.5,5,22.351214
0.5,5,22.356184
1.0,4,22.360282
1.0,4,22.362688
1.0,5,22.3669
1.0,3,22.369004
1.0,3,22.369004
0.5,5,22.382917
1.0,4,22.387275
1.0,3,22.387275
-1.0,4,22.398878
0.5,5,22.407249
-1.0,4,22.414945
-1.0,3,22.418646
1.0,5,22.424249
1.0,5,22.427366
1.0,4,22.432917
1.0,4,22.441288
-1.0,3,22.446355
-1.0,3,22.449439
-1.0,4,22.453569
-1.0,4,22.457848
1.0,4,22.461868
0.5,5,22.468959
1.0,4,22.472801
1.0,4,22.477027
0.5,5,22.481953
1.0,5,22.48767
1.0,5,22.491706
1.0,5,22.497705
1.0,5,22.502017
0.5,5,22.5066
-1.0,4,22.5066
-1.0,3,22.512467
1.0,5,22.5193
1.0,5,22.524154
1.0,4,22.527269
-1.0,4,22.529278
-1.0,4,22.539897
1.0,4,22.542902
-1.0,3,22.549171
0.5,5,22.555739
-1.0,3,22.56027
1.0,4,22.565485
1.0,5,22.571459
-1.0,4,22.57875
1.0,4,22.587233
-1.0,4,22.593038
0.5,5,22.604079
1.0,4,22.610102
1.0,4,22.624134
1.0,4,22.63526
1.0,5,22.643929
1.0,5,22.650864
1.0,3,22.6559
1.0,4,22.660462
-1.0,3,22.666229
-1.0,3,22.671194
1.0,3,22.67446
0.5,5,22.68011
1.0,5,22.68657
1.0,4,22.691884
0.5,5,22.698831
1.0,3,22.703124
-1.0,4,22.708899
-1.0,4,22.713575
1.0,5,22.716847
-1.0,4,22.716847
0.5,5,22.73063
1.0,5,22.736181
-1.0,4,22.737883
-1.0,4,22.746311
1.0,4,22.74954
1.0,4,22.754813
1.0,4,22.758617
1.0,3,22.758617
0.5,5,22.766994
-1.0,3,22.772654
1.0,5,22.787514
0.5,5,22.796217
1.0,4,22.806384
1.0,5,22.81624
1.0,4,22.821245
1.0,5,22.83041
1.0,5,22.838326
1.0,4,22.844382
1.0,5,22.852802
-1.0,3,22.857091
1.0,4,22.861779
1.0,5,22.86637
-1.0,3,22.8707
-1.0,4,22.875589
-1.0,3,22.883006
1.0,5,22.888615
1.0,3,22.892994
1.0,5,22.898773
0.5,5,22.905324
-1.0,4,22.909898
-1.0,4,22.915787
0.5,5,22.918285
1.0,3,22.918285
1.0,4,22.927006
1.0,4,22.929093
1.0,4,22.933182
1.0,4,22.938395
1.0,4,22.942069
1.0,4,22.94562
1.0,3,22.947835
1.0,5,22.952492
-1.0,4,22.956476
0.5,5,22.959667
1.0,5,22.965665
1.0,4,22.968781
0.5,5,22.973981
1.0,5,22.977163
0.5,5,22.980972
1.0,3,22.985547
1.0,4,22.990023
0.5,5,22.996255
1.0,5,23.001945
-1.0,3,23.003947
1.0,3,23.008012
-1.0,3,23.011535
1.0,4,23.015545
1.0,5,23.017865
1.0,5,23.0263
1.0,3,23.02997
1.0,4,23.032862
1.0,5,23.039246
1.0,4,23.043962
-1.0,4,23.047273
-1.0,4,23.052052
1.0,4,23.056134
1.0,4,23.05904
1.0,4,23.065637
1.0,3,23.067368
1.0,5,23.074804
-1.0,4,23.080369
1.0,4,23.083803
-1.0,4,23.090909
1.0,5,23.097262
1.0,4,23.101373
-1.0,4,23.106529
-1.0,4,23.111999
-1.0,3,23.116568
1.0,4,23.120354
-1.0,4,23.126506
1.0,4,23.131836
-1.0,4,23.137016
-1.0,4,23.141905
-1.0,3,23.14699
1.0,4,23.151292
1.0,4,23.155306
1.0,3,23.157207
-1.0,3,23.160738
1.0,4,23.167783
-1.0,4,23.173049
0.5,5,23.178405
1.0,4,23.185557
1.0,5,23.190748
1.0,4,23.195487
0.5,5,23.201475
1.0,3,23.202339
0.5,5,23.20896
0.5,5,23.212384
1.0,4,23.216209
1.0,5,23.218928
-1.0,3,23.226279
1.0,5,23.230348
1.0,5,23.236482
1.0,4,23.2404
-1.0,4,23.245528
1.0,5,23.247877
-1.0,3,23.252007
1.0,3,23.257236
1.0,3,23.257918
0.5,5,23.2645
-1.0,3,23.267158
-1.0,4,23.271772
0.5,5,23.276489
1.0,4,23.280992
1.0,4,23.284245
1.0,3,23.287354
1.0,3,23.289773
1.0,5,23.295475
1.0,4,23.297994
1.0,4,23.303333
1.0,5,23.308066
0.5,5,23.313124
1.0,3,23.315437
-1.0,3,23.316461
1.0,5,23.323309
-1.0,3,23.327524
1.0,5,23.328693
1.0,4,23.336168
1.0,4,23.339351
1.0,5,23.344695
1.0,5,23.348999
1.0,4,23.353006
1.0,3,23.355517
1.0,4,23.357045
1.0,5,23.36278
-1.0,4,23.367242
1.0,4,23.370831
1.0,5,23.375618
1.0,4,23.378828
1.0,5,23.384556
-1.0,4,23.38658
1.0,4,23.394724
-1.0,4,23.399268
1.0,4,23.405513
0.5,5,23.408884
-1.0,3,23.411793
1.0,4,23.417052
1.0,4,23.417052
-1.0,3,23.417052
1.0,4,23.426805
-1.0,4,23.429209
1.0,4,23.429209
1.0,4,23.437165
1.0,5,23.439849
1.0,4,23.44538
1.0,4,23.447426
0.5,5,23.452077
1.0,4,23.457371
1.0,4,23.460652
-1.0,4,23.465437
1.0,4,23.468673
1.0,3,23.470077
1.0,4,23.476604
-1.0,4,23.480211
1.0,5,23.485604
1.0,4,23.489462
-1.0,4,23.494729
0.5,5,23.500635
1.0,5,23.506227
1.0,4,23.5096
1.0,4,23.513003
1.0,3,23.517633
1.0,4,23.521934
1.0,4,23.525355
1.0,5,23.530262
1.0,3,23.533304
1.0,5,23.540424
-1.0,4,23.544153
0.5,5,23.550416
-1.0,4,23.556152
1.0,4,23.559654
1.0,3,23.559654
1.0,5,23.566972
-1.0,4,23.572121
1.0,4,23.576175
0.5,5,23.580477
1.0,5,23.585469
1.0,5,23.590923
-1.0,3,23.593956
1.0,5,23.598815
1.0,5,23.603222
1.0,3,23.607102
-1.0,4,23.611724
1.0,4,23.616168
-1.0,3,23.619683
-1.0,3,23.622177
1.0,3,23.625603
1.0,3,23.62866
1.0,4,23.632825
1.0,5,23.637027
1.0,4,23.642704
-1.0,4,23.647538
1.0,4,23.65196
1.0,5,23.656416
1.0,3,23.659648
1.0,5,23.664557
0.5,5,23.66886
1.0,3,23.670864
1.0,4,23.674248
0.5,5,23.678398
1.0,3,23.682211
1.0,3,23.684218
1.0,4,23.688119
1.0,4,23.691154
1.0,4,23.69579
1.0,4,24.72284
1.0,3,24.726521
1.0,5,24.733067
1.0,4,24.737334
-1.0,4,24.741721
1.0,4,24.745401
-1.0,4,24.750661
1.0,5,24.756192
1.0,3,24.759017
1.0,4,24.762159
0.5,5,24.768008
1.0,4,24.772582
1.0,4,24.776586
-1.0,4,24.781361
0.5,5,24.785367
-1.0,3,24.788386
-1.0,4,24.792399
1.0,5,24.797151
1.0,3,24.802514
1.0,4,24.806547
0.5,5,24.810317
1.0,4,24.815746
1.0,4,24.819275
1.0,5,24.819275
1.0,4,24.829237
0.5,5,24.832623
0.5,5,24.837223
-1.0,3,24.841233
1.0,4,24.847054
1.0,3,24.847054
-1.0,3,24.852514
1.0,4,24.858734
1.0,5,24.864131
1.0,4,24.866833
1.0,3,24.866833
1.0,4,24.866833
1.0,4,24.878938
1.0,4,24.882582
1.0,4,24.887533
-1.0,4,24.891602
1.0,3,24.894603
1.0,4,24.898453
-1.0,4,24.902458
1.0,4,24.907114
0.5,5,24.912136
1.0,3,24.916563
1.0,5,24.921555
-1.0,3,24.923047
1.0,4,24.928564
-1.0,4,24.932391
1.0,4,24.935903
-1.0,4,24.939212
0.5,5,24.944218
1.0,4,24.947205
-1.0,3,24.948467
1.0,4,24.952474
1.0,4,24.957657
1.0,4,24.961353
1.0,4,24.961353
0.5,5,24.968029
0.5,5,24.968029
-1.0,4,24.977377
1.0,4,24.977377
-1.0,4,24.977377
-1.0,3,24.986631
1.0,5,24.991746
1.0,5,24.997737
-1.0,4,24.997737
1.0,3,24.997737
1.0,4,25.006289
-1.0,4,25.00782
1.0,4,25.015372
1.0,5,25.017107
-1.0,4,25.023639
0.5,5,25.026184
-1.0,4,25.03072
1.0,3,25.03072
1.0,4,25.037002
-1.0,4,25.039534
1.0,4,25.045605
1.0,3,25.046633
1.0,5,25.052688
1.0,4,25.056962
1.0,3,25.056962
1.0,5,25.065495
1.0,4,25.066524
1.0,3,25.070561
1.0,4,25.073589
-1.0,4,25.077645
1.0,4,25.08167
-1.0,3,25.08167
1.0,4,25.087714
0.5,5,25.087714
1.0,5,25.097411
1.0,4,25.097411
1.0,4,25.103416
1.0,3,25.106434
1.0,5,25.107531
1.0,4,25.107531
1.0,4,25.117307
1.0,5,25.121627
1.0,5,25.126664
1.0,5,25.130759
1.0,4,25.133764
1.0,3,25.137407
1.0,5,25.141493
1.0,4,25.141493
1.0,3,25.147209
1.0,5,25.149226
-1.0,4,25.155437
-1.0,4,25.158415
1.0,4,25.158415
1.0,4,25.166461
1.0,5,25.169631
1.0,4,25.175335
1.0,5,25.178367
-1.0,4,25.178367
-1.0,4,25.187443
1.0,5,25.192968
-1.0,3,25.195479
1.0,3,25.19851
-1.0,4,25.202523
1.0,4,25.205539
1.0,4,25.209256
-1.0,3,25.211262
1.0,3,25.212703
1.0,4,25.217342
1.0,4,25.219348
1.0,5,25.225493
1.0,4,25.227179
1.0,4,25.227179
0.5,5,25.236255
1.0,5,25.240792
-1.0,4,25.245313
1.0,4,25.247064
0.5,5,25.255657
0.5,5,25.256186
1.0,4,25.260724
1.0,3,25.266262
1.0,5,25.270445
1.0,4,25.274457
-1.0,4,25.276494
1.0,5,25.282868
-1.0,4,25.286885
0.5,5,25.291565
0.5,5,25.295544
1.0,4,25.298859
-1.0,3,25.301344
0.5,5,25.306376
1.0,3,25.307486
1.0,4,25.312969
1.0,4,25.316506
1.0,3,25.319222
1.0,5,25.319222
1.0,5,25.32827
1.0,4,25.331282
1.0,4,25.335451
1.0,5,25.337642
1.0,4,25.337642
0.5,5,25.347193
1.0,4,25.348646
0.5,5,25.352654
-1.0,4,25.357434
1.0,5,25.362939
1.0,4,25.36661
1.0,4,25.367704
1.0,4,25.370476
1.0,3,25.375491
1.0,5,25.379935
-1.0,4,25.379935
1.0,4,25.38653
1.0,4,25.387619
1.0,5,25.395473
1.0,4,25.39765
-1.0,4,25.39765
-1.0,3,25.39765
1.0,4,25.407252
1.0,5,25.411655
-1.0,4,25.416588
1.0,4,25.418337
1.0,5,25.418337
1.0,4,25.428295
-1.0,4,25.430857
1.0,5,25.437207
-1.0,4,25.441229
-1.0,4,25.445303
1.0,4,25.447434
1.0,5,25.452952
1.0,4,25.456509
0.5,5,25.460433
1.0,5,25.46545
-1.0,4,25.469165
1.0,3,25.472171
-1.0,3,25.475578
1.0,4,25.478438
1.0,5,25.478438
1.0,5,25.486943
1.0,5,25.492002
1.0,4,25.496524
1.0,5,25.500546
1.0,5,25.505568
1.0,3,25.507239
1.0,4,25.511268
-1.0,4,25.513274
1.0,4,25.518311
1.0,3,25.520058
1.0,4,25.52332
1.0,4,25.527522
1.0,4,25.527522
1.0,5,25.535342
1.0,3,25.537505
1.0,5,25.541285
1.0,5,25.546949
-1.0,4,25.548971
-1.0,4,25.552987
1.0,3,25.557671
1.0,3,25.557671
1.0,3,25.557671
-1.0,3,25.565306
0.5,5,25.567019
1.0,4,25.575543
-1.0,4,25.576572
1.0,4,25.582368
1.0,3,25.586457
1.0,3,25.587198
1.0,5,25.587198
1.0,5,25.598018
1.0,4,25.598018
0.5,5,25.607344
1.0,5,25.607344
1.0,5,25.616415
0.5,5,25.619458
1.0,4,25.62347
0.5,5,25.628509
1.0,3,25.629514
1.0,5,25.63353
1.0,4,25.637206
1.0,4,25.64123
-1.0,4,25.643236
1.0,4,25.648771
1.0,5,25.653279
-1.0,4,25.657183
1.0,5,25.662251
0.5,5,25.6673
1.0,3,25.669604
1.0,3,25.672604
-1.0,4,25.676884
1.0,4,25.68008
1.0,3,25.681515
-1.0,4,25.687043
-1.0,4,25.69055
1.0,5,25.694661
1.0,5,25.696914
1.0,4,25.696914
0.5,5,25.706582
-1.0,3,25.710649
1.0,3,25.713325
-1.0,4,25.718058
0.5,5,25.72207
1.0,3,25.72425
1.0,3,25.727278
1.0,3,25.729957
1.0,3,25.732002
1.0,5,25.737217
1.0,4,25.738249
1.0,5,25.738249
1.0,5,25.747442
1.0,4,25.750668
1.0,4,25.755749
1.0,3,25.757495
1.0,5,25.761745
-1.0,3,25.763738
-1.0,4,25.767368
1.0,4,25.767368
1.0,5,25.776345
1.0,5,25.781682
1.0,3,25.782696
1.0,5,25.788242
-1.0,4,25.793747
-1.0,4,25.796499
1.0,3,25.800349
1.0,4,25.802392
1.0,4,25.807576
1.0,4,25.81268
1.0,3,25.815372
1.0,3,25.817521
-1.0,3,25.820317
0.5,5,25.8254
0.5,5,25.829003
0.5,5,25.829003
1.0,4,25.837644
1.0,5,25.837644
1.0,4,25.843966
1.0,3,25.847158
-1.0,3,25.847158
1.0,4,25.853401
0.5,5,25.85757
0.5,5,25.861382
-1.0,4,25.865392
-1.0,4,25.867558
1.0,4,25.867558
1.0,4,25.876138
1.0,4,25.879206
1.0,4,25.882722
1.0,4,25.886316
1.0,3,25.888508
1.0,4,25.890858
-1.0,4,25.895374
1.0,4,25.897623
-1.0,3,25.901241
1.0,4,25.905622
1.0,4,25.907833
1.0,5,25.907833
0.5,5,25.91617
1.0,3,25.920684
-1.0,4,25.926259
1.0,4,25.927001
1.0,4,25.927001
1.0,5,25.937591
1.0,4,25.937591
1.0,4,25.937591
1.0,4,25.950718
0.5,5,25.95582
-1.0,3,25.957643
1.0,3,25.960777
1.0,4,25.964788
-1.0,4,25.968327
0.5,5,25.972277
1.0,3,25.976304
1.0,4,25.978976
1.0,4,25.980983
0.5,5,25.986519
1.0,4,25.990544
0.5,5,25.994556
1.0,4,25.997249
1.0,4,26.001014
-1.0,4,26.002561
1.0,4,26.008723
-1.0,3,26.011674
1.0,5,26.017174
0.5,5,26.021718
1.0,5,26.026173
0.5,5,26.028303
0.5,5,26.035792
1.0,5,26.04043
-1.0,3,26.042957
1.0,4,26.048458
-1.0,3,26.052096
1.0,3,26.054599
1.0,3,26.058352
1.0,3,26.06037
1.0,4,26.064165
1.0,4,26.068423
1.0,4,26.072327
-1.0,3,26.075326
0.5,5,26.079749
1.0,5,26.08311
1.0,3,26.086666
1.0,5,26.091779
1.0,4,26.092977
1.0,3,26.097637
1.0,4,26.100381
-1.0,3,26.100381
1.0,4,26.107106
1.0,5,26.10885
1.0,4,26.10885
1.0,5,26.116419
1.0,4,26.120455
1.0,5,26.127238
1.0,4,26.127238
-1.0,4,26.127238
0.5,5,26.136297
-1.0,4,26.140335
1.0,4,26.146466
1.0,5,26.147225
1.0,5,26.153256
1.0,5,26.156353
1.0,4,26.160391
-1.0,4,26.16715
1.0,4,26.16715
1.0,4,26.17629
0.5,5,26.180328
0.5,5,26.183949
1.0,5,26.189825
1.0,3,26.192221
1.0,4,26.196608
-1.0,4,26.200647
0.5,5,26.205529
1.0,4,26.208738
1.0,5,26.211917
1.0,4,26.216455
1.0,4,26.217598
0.5,5,26.223993
1.0,5,26.2274
1.0,3,26.2274
-1.0,4,26.2274
-1.0,4,26.237479
-1.0,4,26.241985
1.0,4,26.24631
1.0,4,26.247479
1.0,4,26.247479
1.0,4,26.2555
1.0,4,26.260029
0.5,5,26.262036
1.0,4,26.266552
1.0,4,26.270636
1.0,3,26.270636
1.0,5,26.277271
-1.0,4,26.281293
1.0,5,26.28633
-1.0,3,26.288347
-1.0,4,26.293275
1.0,4,26.296963
-1.0,4,26.300982
-1.0,4,26.304995
1.0,4,26.307643
1.0,5,26.307643
1.0,4,26.315435
-1.0,3,26.317613
1.0,4,26.32162
1.0,3,26.326146
1.0,4,26.326146
1.0,4,26.326146
1.0,5,26.337593
1.0,3,26.340145
1.0,4,26.344222
1.0,3,26.346244
-1.0,3,26.349169
0.5,5,26.353677
-1.0,4,26.357455
1.0,5,26.362479
1.0,4,26.365492
1.0,4,26.368522
-1.0,4,26.371535
1.0,4,26.376565
1.0,3,26.377222
1.0,4,26.38125
-1.0,4,26.386159
1.0,5,26.387672
-1.0,4,26.395716
1.0,4,26.398483
1.0,5,26.403492
1.0,4,26.40626
1.0,3,26.407346
1.0,4,26.407346
1.0,3,26.407346
1.0,3,26.417571
1.0,3,26.419318
1.0,4,26.422535
0.5,5,26.427757
1.0,5,26.427757
1.0,4,26.435254
1.0,5,26.438666
-1.0,3,26.439854
-1.0,4,26.445361
-1.0,3,26.447543
1.0,5,26.452643
-1.0,4,26.456179
1.0,4,26.457189
1.0,4,26.457189
1.0,4,26.466563
1.0,4,26.468273
1.0,4,26.468273
0.5,5,26.476964
0.5,5,26.476964
-1.0,4,26.485387
1.0,4,26.489071
-1.0,4,26.491077
1.0,5,26.496604
0.5,5,26.500665
1.0,4,26.505487
1.0,5,26.507163
1.0,4,26.507163
-1.0,3,26.515604
1.0,5,26.529737
1.0,3,26.533373
1.0,5,26.543659
0.5,5,26.550534
1.0,3,26.552532
1.0,4,26.557814
1.0,5,26.561237
1.0,3,26.567109
1.0,4,26.571363
1.0,3,26.575315
0.5,5,26.580811
-1.0,4,26.586288
1.0,3,26.587895
1.0,4,26.593156
-1.0,4,26.598133
1.0,4,26.602957
-1.0,3,26.606615
-1.0,3,26.609431
0.5,5,26.615387
-1.0,4,26.619784
1.0,4,26.624293
-1.0,4,26.629028
1.0,4,26.633737
-1.0,4,26.638604
1.0,5,26.645544
1.0,3,26.649095
0.5,5,26.653757
1.0,5,27.645497
-1.0,3,27.646574
1.0,3,27.65056
0.5,5,27.657669
-1.0,4,27.66142
-1.0,4,27.667504
1.0,5,27.667504
-1.0,4,27.677238
-1.0,4,27.679677
1.0,3,27.685394
0.5,5,27.687536
1.0,5,27.696538
-1.0,4,27.702808
-1.0,4,27.707089
0.5,5,27.711134
1.0,3,27.715649
1.0,5,27.719784
-1.0,4,27.725498
1.0,4,27.729252
1.0,4,27.733258
1.0,4,27.737853
1.0,3,27.74086
0.5,5,27.746267
1.0,3,27.748991
1.0,5,27.754505
1.0,5,27.758919
1.0,5,27.765723
1.0,4,27.768993
-1.0,4,27.773439
1.0,3,27.776471
1.0,3,27.779831
0.5,5,27.785343
1.0,4,27.789565
-1.0,4,27.792565
1.0,4,27.798333
1.0,4,27.800425
-1.0,4,27.807148
-1.0,4,27.80865
1.0,4,27.816175
-1.0,3,27.817185
1.0,5,27.824685
0.5,5,27.826906
-1.0,4,27.826906
1.0,3,27.836446
1.0,5,27.84305
-1.0,3,27.845556
0.5,5,27.847254
0.5,5,27.854767
1.0,4,27.856295
0.5,5,27.860386
1.0,4,27.866411
1.0,4,27.870427
1.0,3,27.872172
1.0,5,27.878094
1.0,3,27.878094
-1.0,3,27.878094
-1.0,3,27.885613
1.0,5,27.890173
1.0,5,27.895705
1.0,5,27.896938
1.0,4,27.896938
1.0,5,27.90648
-1.0,4,27.910494
1.0,3,27.910494
-1.0,3,27.917256
1.0,4,27.92563
1.0,4,27.930233
1.0,3,27.934477
1.0,5,27.938721
1.0,3,27.940325
1.0,5,27.945344
-1.0,3,27.946372
1.0,3,27.950409
1.0,4,27.95497
1.0,3,27.957265
1.0,4,27.957265
1.0,5,27.965297
1.0,4,27.966325
1.0,4,27.970361
-1.0,3,27.975412
1.0,5,27.977145
1.0,4,27.977145
