#{"t_start": 1745253351.5472279, "env_id": "None"}
r,l,t
0.5,5,91.392366
1.0,3,91.393537
1.0,3,91.399617
1.0,4,91.404123
1.0,3,91.406511
1.0,3,91.408546
1.0,4,91.412126
1.0,4,91.415653
1.0,3,91.417173
1.0,3,91.419478
1.0,4,91.423256
0.5,5,91.427205
1.0,5,91.432326
1.0,3,91.435552
1.0,4,91.439239
0.5,5,91.442849
1.0,3,91.445449
1.0,5,91.450032
1.0,4,91.453809
1.0,3,91.456328
1.0,3,91.456328
1.0,5,91.462905
0.5,5,91.466876
1.0,3,91.468903
1.0,4,91.473586
1.0,4,91.477682
1.0,3,91.490616
1.0,5,91.49768
1.0,3,91.500214
1.0,3,91.503969
1.0,3,91.506505
0.5,5,91.507514
1.0,3,91.507514
1.0,3,91.516349
1.0,4,91.51985
1.0,4,91.523279
1.0,3,91.525894
1.0,3,91.528112
1.0,5,91.531335
1.0,4,91.536356
1.0,3,91.536356
1.0,5,91.540789
1.0,4,91.54638
1.0,3,91.54638
1.0,3,91.550396
1.0,4,91.550396
1.0,3,91.557217
1.0,4,91.56018
1.0,3,91.56218
-1.0,3,91.565604
1.0,3,91.567641
1.0,4,91.571639
0.5,5,91.576467
0.5,5,91.577127
1.0,3,91.577127
1.0,4,91.586295
1.0,3,91.587307
-1.0,4,91.587307
1.0,5,91.597784
1.0,4,91.600861
1.0,4,91.60387
1.0,5,91.60875
1.0,3,91.611749
1.0,4,91.613526
1.0,3,91.617706
1.0,3,91.617706
1.0,3,91.617706
1.0,4,91.625611
1.0,3,91.627705
1.0,5,91.629754
1.0,4,91.636141
1.0,4,91.639182
1.0,3,91.642305
1.0,3,91.644339
1.0,4,91.648257
1.0,3,91.648257
1.0,3,91.65109
1.0,3,91.65564
1.0,3,91.657891
-1.0,3,91.660893
1.0,3,91.663002
0.5,5,91.667332
1.0,3,91.671319
1.0,3,91.672377
1.0,4,91.677569
1.0,3,91.680668
1.0,5,91.685712
1.0,3,91.688243
1.0,3,91.689923
1.0,3,91.691157
1.0,3,91.695676
1.0,3,91.698247
1.0,3,91.698247
1.0,5,91.698247
1.0,3,91.707209
1.0,4,91.710882
1.0,5,91.716601
1.0,4,91.721639
-1.0,4,91.726183
1.0,3,91.728365
1.0,3,91.730365
1.0,4,91.732945
0.5,5,91.737734
0.5,5,91.73963
1.0,3,91.745502
1.0,3,91.748362
-1.0,4,91.75283
0.5,5,91.757442
1.0,3,91.760602
0.5,5,91.764615
1.0,3,91.767745
1.0,4,91.771255
1.0,3,91.773245
1.0,3,91.776266
0.5,5,91.777409
1.0,3,91.783773
1.0,3,91.78581
1.0,3,91.788208
1.0,3,91.791741
1.0,3,91.795928
1.0,3,91.797959
1.0,3,91.801023
1.0,4,91.804313
1.0,3,91.807543
1.0,4,91.809978
1.0,3,91.809978
1.0,5,91.817731
1.0,3,91.821451
1.0,3,91.82319
1.0,4,91.826849
1.0,4,91.830879
1.0,4,91.834893
1.0,3,91.837511
1.0,3,91.839516
1.0,3,91.842889
1.0,3,91.845306
1.0,4,91.848565
1.0,5,91.852532
1.0,5,91.856565
1.0,3,91.859555
1.0,4,91.86277
1.0,3,91.866239
1.0,4,91.867262
0.5,5,91.871698
1.0,3,91.87746
0.5,5,91.882755
1.0,3,91.884376
1.0,4,91.888243
1.0,3,91.891243
1.0,3,91.892562
1.0,3,91.895577
1.0,4,91.899404
1.0,4,91.899404
1.0,3,91.905416
1.0,3,91.907454
-1.0,4,91.913197
0.5,5,91.917635
1.0,4,91.921768
1.0,3,91.925283
1.0,3,91.927805
1.0,3,91.930862
1.0,3,91.933373
-1.0,4,91.937175
1.0,3,91.940567
0.5,5,91.943574
1.0,3,91.947348
1.0,3,91.949892
1.0,4,91.954207
1.0,4,91.958488
0.5,5,91.963071
1.0,3,91.965575
1.0,3,91.967679
1.0,3,91.969702
1.0,3,91.971068
1.0,3,91.975581
1.0,4,91.977814
1.0,5,91.982753
1.0,4,91.986164
-1.0,4,91.989697
1.0,3,91.992957
1.0,5,91.997941
1.0,4,92.001971
1.0,3,92.00379
1.0,3,92.006822
0.5,5,92.010697
1.0,3,92.010697
1.0,4,92.016237
1.0,3,92.016237
1.0,4,92.020544
1.0,3,92.024551
1.0,3,92.027379
1.0,3,92.02865
-1.0,3,92.03276
1.0,4,92.037249
1.0,4,92.040574
1.0,3,92.042584
1.0,4,92.046479
1.0,3,92.048663
1.0,3,92.051026
1.0,5,92.056362
1.0,3,92.056362
1.0,3,92.05911
1.0,3,92.05911
1.0,5,92.06737
1.0,4,92.06737
1.0,3,92.06737
1.0,3,92.07764
1.0,4,92.080233
1.0,3,92.083578
1.0,3,92.086479
1.0,3,92.088613
1.0,4,92.091611
1.0,5,92.096504
1.0,4,92.099107
1.0,3,92.10138
1.0,3,92.105387
1.0,3,92.108526
1.0,3,92.110682
1.0,3,92.11343
1.0,4,92.117449
1.0,3,92.119457
1.0,4,92.122859
1.0,3,92.125362
1.0,3,92.127417
1.0,4,92.129445
0.5,5,92.135465
1.0,3,92.137696
1.0,3,92.137696
1.0,4,92.142712
1.0,5,92.147125
1.0,3,92.151344
-1.0,4,92.155293
1.0,4,92.159443
1.0,3,92.162131
1.0,3,92.164353
-1.0,4,92.169101
1.0,4,92.170568
-1.0,3,92.175582
0.5,5,92.178614
1.0,3,92.178614
0.5,5,92.18756
-1.0,4,92.189569
-1.0,4,92.196928
1.0,4,92.200629
1.0,3,92.20263
1.0,3,92.205717
1.0,3,92.208317
1.0,3,92.210764
1.0,3,92.214432
1.0,4,92.217677
1.0,5,92.218906
1.0,3,92.225282
1.0,3,92.228142
1.0,4,92.228142
0.5,5,92.237008
1.0,3,92.240057
1.0,4,92.243071
1.0,5,92.247931
0.5,5,92.252499
0.5,5,92.257014
-1.0,4,92.260491
1.0,4,92.261575
0.5,5,92.267626
1.0,5,92.273359
1.0,3,92.276079
1.0,3,92.278975
1.0,3,92.281605
1.0,3,92.283601
1.0,3,92.286616
1.0,3,92.289163
1.0,3,92.292358
1.0,3,92.292358
1.0,3,92.297141
1.0,4,92.300184
1.0,3,92.303178
0.5,5,92.307322
1.0,3,92.307322
1.0,5,92.313725
1.0,3,92.317354
1.0,3,92.320363
1.0,3,92.323183
1.0,3,92.325708
1.0,3,92.328395
1.0,3,92.33102
1.0,4,92.333297
0.5,5,92.337349
1.0,3,92.337349
1.0,3,92.344365
1.0,4,92.346954
1.0,3,92.350879
1.0,3,92.354504
1.0,3,92.358021
0.5,5,92.362032
0.5,5,92.366489
1.0,3,92.368693
1.0,3,92.372546
1.0,3,92.375562
1.0,3,92.377721
0.5,5,92.379732
-1.0,3,92.387256
1.0,5,92.391291
1.0,3,92.394641
1.0,3,92.39721
0.5,5,92.401576
1.0,4,92.405963
1.0,3,92.408487
1.0,4,92.411487
1.0,3,92.413617
1.0,4,92.417801
1.0,4,92.420151
1.0,5,92.426182
1.0,3,92.428802
1.0,4,92.428802
1.0,3,92.435264
1.0,3,92.437627
1.0,3,92.439626
1.0,4,92.443132
1.0,3,92.44615
1.0,5,92.447941
-1.0,4,92.447941
1.0,4,92.456316
1.0,3,92.456316
1.0,3,92.463391
-1.0,4,92.467106
1.0,4,92.471101
1.0,3,92.473108
1.0,4,92.477392
1.0,3,92.479391
-1.0,3,92.482837
1.0,5,92.48705
1.0,4,92.489803
1.0,3,92.489803
1.0,5,92.496834
1.0,3,92.498341
1.0,3,92.498341
1.0,3,92.504017
0.5,5,92.506602
1.0,3,92.511495
1.0,4,92.515575
1.0,3,92.518179
1.0,4,92.52126
1.0,4,92.525523
-1.0,3,92.528551
1.0,3,92.530316
1.0,3,92.532886
1.0,4,92.537023
1.0,5,92.538043
1.0,3,92.538043
1.0,3,92.546252
1.0,3,92.547345
1.0,4,92.551069
1.0,5,92.557182
1.0,3,92.559526
1.0,3,92.561729
1.0,3,92.565096
1.0,3,92.567428
1.0,3,93.571678
1.0,4,93.575307
1.0,4,93.579071
1.0,4,93.583076
1.0,3,93.586589
1.0,3,93.589605
1.0,3,93.593614
1.0,4,93.597453
1.0,3,93.599763
1.0,3,93.603218
1.0,4,93.606737
1.0,3,93.610491
1.0,4,93.615322
1.0,4,93.617395
1.0,4,93.622518
1.0,3,93.626545
1.0,4,93.63065
1.0,3,93.634459
1.0,3,93.637192
-1.0,4,93.642723
1.0,3,93.645725
-1.0,4,93.650315
1.0,3,93.652323
-1.0,4,93.658362
1.0,3,93.658362
1.0,3,93.664335
1.0,3,93.667108
1.0,4,93.671096
-1.0,3,93.675604
1.0,5,93.680364
1.0,4,93.68426
1.0,5,93.689977
1.0,4,93.693903
1.0,4,93.697557
1.0,4,93.702077
-1.0,3,93.706624
1.0,3,93.709346
1.0,4,93.712992
1.0,4,93.717798
1.0,4,93.721987
1.0,4,93.726479
1.0,4,93.730489
1.0,4,93.733664
1.0,3,93.738207
1.0,4,93.740215
1.0,4,93.746266
-1.0,4,93.749134
1.0,3,93.75468
1.0,3,93.756229
1.0,3,93.759645
1.0,4,93.763862
1.0,5,93.770168
1.0,3,93.772175
1.0,3,93.774508
1.0,3,93.776527
1.0,3,93.779947
0.5,5,93.782845
1.0,3,93.787468
1.0,3,93.791317
1.0,3,93.794623
0.5,5,93.799155
1.0,3,93.802772
-1.0,3,93.805274
1.0,3,93.808037
1.0,4,93.808037
1.0,3,93.808037
1.0,4,93.818013
0.5,5,93.818013
0.5,5,93.827488
1.0,3,93.829175
1.0,4,93.831343
1.0,3,93.837687
1.0,3,93.840693
1.0,4,93.844085
1.0,3,93.847107
1.0,3,93.849114
1.0,4,93.852456
1.0,3,93.855463
1.0,5,93.860563
1.0,4,93.864773
1.0,3,93.867404
-1.0,3,93.869757
1.0,4,93.873934
1.0,3,93.876456
1.0,3,93.879835
1.0,3,93.882832
1.0,4,93.88627
1.0,3,93.889373
1.0,4,93.892654
1.0,3,93.895311
0.5,5,93.900437
-1.0,4,93.900437
1.0,5,93.907499
1.0,5,93.913419
1.0,3,93.916443
-1.0,4,93.921423
-1.0,3,93.924422
1.0,3,93.926267
1.0,4,93.929606
1.0,4,93.934338
1.0,4,93.937557
1.0,4,93.94111
1.0,3,93.94111
1.0,4,93.946626
1.0,5,93.949589
1.0,3,93.954236
1.0,5,93.959329
1.0,3,93.962253
1.0,3,93.964252
1.0,5,93.96776
1.0,3,93.96776
1.0,3,93.974521
1.0,4,93.977647
1.0,4,93.977647
1.0,3,93.982856
1.0,5,93.987176
-1.0,3,93.989772
-1.0,4,93.996424
0.5,5,94.00071
1.0,3,94.003813
1.0,3,94.006329
1.0,4,94.009425
1.0,3,94.010634
1.0,5,94.016151
1.0,3,94.018608
0.5,5,94.018608
1.0,4,94.027595
1.0,4,94.031865
1.0,3,94.034899
1.0,3,94.037524
1.0,3,94.040755
1.0,4,94.045626
1.0,3,94.047402
1.0,3,94.050409
1.0,5,94.052378
1.0,3,94.056398
0.5,5,94.059138
1.0,4,94.059138
1.0,3,94.067002
1.0,3,94.067631
1.0,3,94.067631
1.0,3,94.067631
1.0,4,94.07772
1.0,3,94.081114
1.0,3,94.084113
1.0,4,94.088295
1.0,3,94.090303
1.0,4,94.09277
1.0,3,94.0963
1.0,3,94.099629
1.0,3,94.101891
1.0,4,94.106801
1.0,3,94.108639
1.0,3,94.110718
-1.0,3,94.1165
1.0,3,94.118882
1.0,4,94.122825
0.5,5,94.127499
1.0,3,94.127499
1.0,5,94.127499
1.0,3,94.1369
1.0,4,94.139901
1.0,5,94.145544
0.5,5,94.148621
1.0,3,94.148621
1.0,5,94.158664
1.0,3,94.160664
1.0,3,94.163465
1.0,3,94.166495
1.0,3,94.16917
1.0,3,94.170505
1.0,3,94.173941
1.0,3,94.177683
1.0,3,94.177683
1.0,3,94.18152
1.0,4,94.186384
1.0,4,94.187474
1.0,3,94.191966
1.0,3,94.19548
1.0,3,94.198758
1.0,3,94.201265
1.0,3,94.205677
1.0,3,94.208223
1.0,3,94.210844
1.0,3,94.210844
1.0,4,94.217354
1.0,3,94.218953
1.0,3,94.218953
1.0,4,94.226287
1.0,3,94.227374
-1.0,4,94.232873
1.0,3,94.235379
1.0,4,94.239726
1.0,3,94.241808
1.0,3,94.245317
1.0,5,94.249641
1.0,3,94.252488
-1.0,3,94.256232
1.0,5,94.260607
0.5,5,94.265738
1.0,4,94.268366
1.0,3,94.271843
1.0,3,94.275519
1.0,3,94.278651
1.0,3,94.281535
0.5,5,94.285535
1.0,3,94.287818
1.0,4,94.29148
1.0,3,94.293486
1.0,3,94.296594
1.0,3,94.297607
1.0,3,94.300613
1.0,4,94.305453
1.0,3,94.307161
1.0,3,94.310041
0.5,5,94.316293
1.0,3,94.318498
1.0,3,94.320498
1.0,4,94.324268
1.0,3,94.326942
1.0,3,94.328876
1.0,3,94.330029
-1.0,4,94.335538
1.0,3,94.337065
1.0,3,94.339692
1.0,4,94.343927
1.0,4,94.347292
1.0,3,94.347292
1.0,3,94.351885
-1.0,4,94.357942
1.0,5,94.361938
1.0,5,94.367154
1.0,4,94.370171
1.0,4,94.37182
1.0,3,94.375327
1.0,4,94.377836
-1.0,3,94.377836
1.0,5,94.387185
1.0,4,94.391621
1.0,4,94.396134
1.0,4,94.400744
1.0,4,94.404751
1.0,3,94.409196
-1.0,3,94.412194
0.5,5,94.416498
0.5,5,94.420263
1.0,4,94.423599
1.0,3,94.426619
1.0,3,94.428252
1.0,4,94.434354
1.0,5,94.438627
1.0,4,94.443454
1.0,3,94.445961
1.0,3,94.44807
1.0,3,94.44807
1.0,3,94.44807
1.0,3,94.455379
1.0,4,94.458074
1.0,4,94.461858
1.0,4,94.466444
1.0,3,94.468461
1.0,4,94.472545
1.0,3,94.47551
1.0,3,94.477774
1.0,3,94.480782
-1.0,4,94.483902
1.0,5,94.488606
-1.0,3,94.488606
-1.0,4,94.496894
1.0,4,94.496894
1.0,3,94.500909
1.0,3,94.503941
1.0,3,94.506539
-1.0,3,94.510458
1.0,3,94.512627
1.0,3,94.515549
1.0,3,94.518832
1.0,3,94.521829
1.0,3,94.523363
1.0,3,94.526148
1.0,4,94.529277
1.0,4,94.531422
1.0,3,94.535429
1.0,3,94.537622
1.0,3,94.537622
1.0,3,94.537622
1.0,3,94.54563
1.0,3,94.547999
1.0,3,94.550691
1.0,3,94.553442
1.0,3,94.557204
1.0,5,94.562464
1.0,5,94.567512
1.0,5,94.571657
1.0,3,94.573142
0.5,5,94.57818
1.0,5,94.583682
1.0,4,94.586923
1.0,3,94.589302
1.0,4,94.594107
1.0,3,94.598136
1.0,3,94.599748
1.0,3,94.603023
-1.0,3,94.605527
1.0,3,94.608253
1.0,4,94.608253
1.0,3,94.608253
1.0,3,94.617564
1.0,4,94.621171
-1.0,3,94.622376
1.0,3,94.627129
1.0,5,94.632655
1.0,4,94.636241
0.5,5,94.641256
0.5,5,94.645707
1.0,3,94.64822
1.0,3,94.651871
-1.0,3,94.651871
1.0,3,94.657576
-1.0,3,94.659497
1.0,3,94.661504
1.0,4,94.667286
1.0,3,94.669301
1.0,5,94.675443
1.0,5,94.680529
1.0,3,94.683096
1.0,3,94.686429
1.0,3,94.688664
1.0,3,94.691267
1.0,5,94.695273
1.0,3,94.698062
0.5,5,94.702038
1.0,5,94.707614
1.0,3,94.707614
0.5,5,94.716611
1.0,3,94.719994
-1.0,4,94.723995
1.0,4,94.727445
1.0,3,94.730448
1.0,3,94.731449
0.5,5,94.736565
1.0,4,94.741522
1.0,4,94.745589
1.0,3,94.747903
1.0,3,94.751053
1.0,3,94.75473
1.0,3,94.757015
1.0,3,94.759465
1.0,5,94.763741
1.0,3,94.766244
1.0,4,94.767481
1.0,5,94.774513
1.0,5,94.777269
1.0,3,94.779281
1.0,4,94.784622
1.0,3,94.787238
1.0,3,94.789168
1.0,3,94.789168
1.0,4,94.798487
1.0,3,94.801334
1.0,3,94.803459
1.0,5,94.808066
1.0,3,94.811051
1.0,4,94.811051
1.0,3,94.817238
-1.0,3,94.818248
1.0,3,94.818248
1.0,3,94.82462
1.0,3,94.826635
1.0,4,94.831136
1.0,4,94.834049
1.0,4,94.83896
1.0,3,94.841957
1.0,4,94.845599
1.0,4,94.848643
1.0,3,94.851007
1.0,3,94.853574
1.0,3,94.856595
1.0,5,94.860143
0.5,5,94.866341
1.0,4,94.867425
1.0,4,94.873202
1.0,4,94.876964
1.0,3,94.879991
1.0,4,94.884068
1.0,3,94.886265
1.0,3,94.888695
1.0,3,94.89142
1.0,3,94.892624
1.0,3,94.897246
1.0,4,94.899453
1.0,3,94.902982
1.0,3,94.905499
1.0,3,94.907261
1.0,3,94.912322
0.5,5,94.91809
-1.0,3,94.921594
1.0,5,94.927486
1.0,4,94.930929
1.0,3,94.932935
1.0,3,94.936299
1.0,3,94.938316
1.0,4,94.941551
1.0,3,94.945574
1.0,4,94.949129
-1.0,4,94.955666
-1.0,4,94.959197
1.0,4,94.963162
1.0,5,94.966922
1.0,4,94.970039
1.0,3,94.973134
1.0,3,94.977428
1.0,4,94.979579
0.5,5,94.986562
1.0,3,94.989137
1.0,4,94.989137
1.0,3,94.996185
1.0,3,94.999493
1.0,3,95.002008
-1.0,3,95.005332
1.0,3,95.007577
1.0,5,95.010586
1.0,3,95.015732
1.0,5,95.018637
1.0,3,95.020781
1.0,4,95.026282
-1.0,3,95.027961
1.0,4,95.032371
1.0,3,95.036491
1.0,3,95.0397
1.0,3,95.0417
1.0,3,95.044502
1.0,4,95.048234
1.0,3,95.050241
1.0,3,95.052385
1.0,3,95.055391
1.0,4,95.0575
1.0,3,95.059164
1.0,4,95.059164
1.0,4,95.066237
1.0,3,95.069762
1.0,3,95.074166
1.0,3,95.077984
1.0,3,95.080992
1.0,3,95.082992
1.0,3,95.085495
1.0,4,95.089558
1.0,4,95.092552
1.0,5,95.097153
1.0,3,95.098162
1.0,4,95.101169
1.0,5,95.107299
1.0,4,95.109898
1.0,4,95.115424
1.0,5,95.119728
1.0,3,95.122866
-1.0,3,95.125369
1.0,3,95.127502
1.0,3,95.130619
0.5,5,95.130619
1.0,5,95.137379
1.0,4,95.142745
1.0,3,95.145643
-1.0,4,95.149423
1.0,3,95.150513
-1.0,4,95.156363
1.0,4,95.160964
-1.0,3,95.164469
1.0,3,95.166476
0.5,5,95.170506
1.0,3,95.170506
1.0,3,95.175512
-1.0,4,95.177714
1.0,3,95.177714
1.0,3,95.184642
1.0,3,95.186158
1.0,4,95.186158
1.0,4,95.193668
1.0,3,95.196189
1.0,3,95.199254
1.0,3,95.202772
1.0,5,95.207315
1.0,4,95.210845
0.5,5,95.215366
1.0,4,95.21893
1.0,4,95.221305
1.0,4,95.225315
1.0,4,95.229166
1.0,4,95.232927
1.0,3,95.236229
-1.0,4,95.239993
0.5,5,95.243992
1.0,4,95.247649
1.0,3,95.249664
1.0,5,95.25541
1.0,4,95.257514
1.0,4,95.261578
-1.0,3,95.262649
1.0,5,95.268522
1.0,4,95.27408
1.0,3,95.276545
1.0,4,95.280473
1.0,3,95.282578
1.0,3,95.286087
1.0,5,95.288857
1.0,3,95.292024
1.0,3,95.296208
1.0,3,95.29722
1.0,4,95.301471
1.0,3,95.304003
1.0,3,95.307231
1.0,4,95.310016
0.5,5,95.316299
1.0,3,95.31834
0.5,5,95.323271
1.0,3,95.326286
1.0,4,95.328975
1.0,4,95.330285
1.0,3,95.33564
1.0,3,95.337163
1.0,4,95.337163
1.0,5,95.347171
-1.0,4,95.352048
1.0,4,95.3554
1.0,5,95.3603
-1.0,4,95.364956
1.0,3,95.367152
1.0,4,95.370575
1.0,3,95.370575
1.0,5,95.377505
1.0,4,95.381003
0.5,5,95.386562
1.0,3,95.388821
1.0,4,95.395312
1.0,5,95.400689
1.0,4,95.404203
1.0,3,95.407436
1.0,3,95.407436
-1.0,3,95.411528
1.0,3,95.415436
1.0,3,95.417178
1.0,3,95.420199
1.0,4,95.422857
1.0,3,95.426383
1.0,4,95.429756
1.0,3,95.434404
0.5,5,95.438638
1.0,3,95.442
1.0,5,95.445516
1.0,5,95.451399
1.0,3,95.453405
1.0,4,95.457324
1.0,3,95.46035
1.0,3,95.462355
1.0,4,95.467611
1.0,3,95.469533
1.0,3,95.473547
1.0,3,95.476504
1.0,4,95.480932
1.0,3,95.483993
1.0,5,95.487559
1.0,3,95.49074
1.0,5,95.49526
1.0,3,95.498482
-1.0,3,95.498482
1.0,4,95.505101
1.0,4,95.508761
1.0,3,96.507203
1.0,4,96.511363
1.0,5,96.518066
1.0,5,96.523469
1.0,4,96.527825
1.0,3,96.53039
1.0,4,96.533497
1.0,4,96.537648
1.0,4,96.541655
1.0,3,96.546241
1.0,4,96.548982
1.0,5,96.555509
1.0,4,96.559342
1.0,4,96.564341
1.0,3,96.56701
1.0,3,96.570023
1.0,4,96.573995
1.0,4,96.577609
1.0,3,96.580642
0.5,5,96.586952
1.0,3,96.589011
1.0,5,96.594022
1.0,4,96.599769
1.0,3,96.602009
1.0,3,96.604515
-1.0,3,96.607313
1.0,3,96.611336
1.0,3,96.613338
1.0,3,96.616381
1.0,3,96.620705
1.0,5,96.625646
1.0,3,96.626967
1.0,3,96.63218
1.0,3,96.63456
1.0,5,96.64021
1.0,3,96.643228
1.0,3,96.646391
1.0,3,96.648389
1.0,4,96.650395
1.0,3,96.656217
1.0,3,96.657413
1.0,3,96.662764
1.0,5,96.666629
1.0,3,96.671268
1.0,3,96.674268
1.0,3,96.677015
1.0,4,96.681289
1.0,3,96.685375
1.0,3,96.687396
1.0,4,96.692067
1.0,5,96.69698
1.0,3,96.698991
1.0,4,96.702996
1.0,3,96.706568
1.0,4,96.710652
0.5,5,96.715453
1.0,4,96.719049
1.0,3,96.722063
1.0,4,96.72639
1.0,4,96.729899
1.0,3,96.731742
1.0,5,96.736521
1.0,5,96.740383
1.0,3,96.740383
1.0,3,96.746995
-1.0,3,96.749004
0.5,5,96.755487
1.0,3,96.758191
1.0,3,96.760765
1.0,3,96.762765
1.0,3,96.765269
1.0,4,96.76758
0.5,5,96.76758
1.0,4,96.776565
1.0,3,96.778203
1.0,3,96.782044
1.0,3,96.784061
1.0,4,96.787691
1.0,3,96.789122
1.0,3,96.789122
1.0,3,96.796512
0.5,5,96.800345
1.0,3,96.803005
1.0,3,96.806547
1.0,4,96.80806
1.0,4,96.810883
-1.0,3,96.816415
1.0,4,96.817512
1.0,3,96.817512
1.0,3,96.825276
1.0,3,96.826997
1.0,3,96.830992
0.5,5,96.834099
1.0,3,96.837654
-1.0,4,96.841658
1.0,3,96.844532
1.0,5,96.848753
0.5,5,96.854281
1.0,3,96.856301
1.0,3,96.857885
1.0,3,96.86221
1.0,3,96.865273
1.0,4,96.867618
1.0,3,96.867618
1.0,3,96.872515
1.0,4,96.876544
1.0,3,96.879766
0.5,5,96.884525
1.0,3,96.887482
-1.0,4,96.890489
-1.0,4,96.892723
-1.0,3,96.897335
0.5,5,96.900458
1.0,5,96.907212
1.0,5,96.910042
1.0,4,96.915576
1.0,3,96.917596
1.0,4,96.921512
1.0,3,96.924514
1.0,3,96.927312
0.5,5,96.93094
1.0,4,96.932945
1.0,3,96.937351
0.5,5,96.941193
1.0,4,96.946303
1.0,3,96.948179
1.0,4,96.948179
1.0,3,96.955759
1.0,4,96.958527
1.0,3,96.961067
1.0,3,96.963141
1.0,3,96.966156
1.0,3,96.967839
1.0,4,96.968981
1.0,4,96.968981
1.0,3,96.977605
1.0,3,96.977605
1.0,3,96.982902
0.5,5,96.986497
1.0,3,96.98759
1.0,3,96.990809
0.5,5,96.997241
1.0,4,97.001471
1.0,4,97.005364
1.0,3,97.007397
1.0,4,97.010739
1.0,3,97.010739
1.0,3,97.015746
1.0,4,97.01799
1.0,3,97.01799
1.0,3,97.01799
1.0,3,97.026524
1.0,3,97.027632
1.0,4,97.031503
1.0,4,97.035518
1.0,4,97.039544
1.0,3,97.042543
1.0,3,97.044244
-1.0,3,97.047592
1.0,3,97.0496
0.5,5,97.052414
1.0,4,97.057607
1.0,3,97.059247
1.0,3,97.063262
1.0,3,97.066283
1.0,3,97.067504
1.0,5,97.073322
1.0,3,97.076347
1.0,3,97.078973
1.0,3,97.082261
1.0,3,97.084257
1.0,3,97.087415
1.0,3,97.089147
1.0,3,97.092662
1.0,3,97.095536
1.0,3,97.098244
1.0,3,97.10089
1.0,3,97.103411
0.5,5,97.108734
1.0,3,97.110701
1.0,5,97.116311
1.0,3,97.118574
1.0,5,97.122905
1.0,4,97.126413
1.0,3,97.128794
1.0,3,97.128794
1.0,4,97.128794
1.0,3,97.137561
1.0,5,97.140394
1.0,3,97.143532
1.0,4,97.147434
1.0,3,97.149644
1.0,3,97.149644
1.0,4,97.156622
1.0,3,97.158652
1.0,4,97.162312
1.0,3,97.164572
1.0,4,97.168255
1.0,3,97.170613
1.0,4,97.171666
0.5,5,97.177411
1.0,3,97.177411
1.0,3,97.177411
1.0,4,97.187028
1.0,3,97.188706
1.0,3,97.192202
1.0,3,97.194984
1.0,3,97.198466
1.0,4,97.201903
1.0,3,97.205529
1.0,3,97.207769
1.0,3,97.209775
1.0,3,97.213473
1.0,3,97.215702
1.0,4,97.219278
1.0,3,97.219278
1.0,3,97.223275
1.0,3,97.227538
1.0,4,97.229849
1.0,3,97.234032
1.0,5,97.23894
1.0,3,97.242044
1.0,4,97.244043
1.0,3,97.247273
1.0,3,97.250369
1.0,3,97.253703
1.0,4,97.257274
1.0,3,97.257274
1.0,4,97.261974
1.0,4,97.26548
1.0,3,97.268255
1.0,4,97.272209
1.0,3,97.274637
-1.0,4,97.279156
1.0,3,97.281792
1.0,3,97.283799
1.0,4,97.287298
1.0,5,97.287298
0.5,5,97.297244
1.0,5,97.301333
1.0,3,97.303245
-1.0,4,97.308281
1.0,3,97.312174
1.0,3,97.312174
1.0,3,97.317624
0.5,5,97.322031
1.0,3,97.325304
1.0,4,97.32869
1.0,3,97.330165
1.0,4,97.333726
1.0,4,97.337434
1.0,3,97.337434
1.0,5,97.344022
1.0,5,97.349396
1.0,3,97.351918
1.0,4,97.355263
-1.0,4,97.359553
1.0,3,97.361553
0.5,5,97.366484
1.0,3,97.368996
1.0,3,97.371949
-1.0,4,97.376254
1.0,5,97.380787
1.0,3,97.382324
1.0,3,97.386414
1.0,3,97.391539
1.0,3,97.395349
0.5,5,97.401603
1.0,4,97.405622
-1.0,3,97.40802
1.0,3,97.40802
1.0,3,97.415455
1.0,3,97.418188
-1.0,4,97.422772
1.0,3,97.425596
1.0,3,97.426608
1.0,3,97.428672
1.0,4,97.433231
1.0,4,97.437732
1.0,3,97.440093
1.0,3,97.443377
1.0,3,97.445377
1.0,3,97.447019
1.0,4,97.447019
1.0,3,97.447019
1.0,3,97.456372
1.0,3,97.457458
1.0,4,97.462021
1.0,3,97.462021
1.0,4,97.468079
-1.0,4,97.468079
1.0,3,97.474972
1.0,3,97.477648
0.5,5,97.481659
1.0,3,97.483973
1.0,3,97.487155
1.0,3,97.489774
-1.0,4,97.49385
1.0,3,97.496374
1.0,4,97.49839
1.0,3,97.50242
1.0,3,97.503428
0.5,5,97.509147
1.0,4,97.511155
1.0,3,97.513164
0.5,5,97.520157
1.0,3,97.522445
1.0,3,97.524639
1.0,5,97.529381
1.0,3,97.532222
1.0,5,97.536247
1.0,3,97.538264
1.0,3,97.540271
0.5,5,97.545292
0.5,5,97.547492
1.0,3,97.552092
1.0,5,97.556624
1.0,3,97.559667
1.0,4,97.563739
1.0,4,97.566965
1.0,3,97.569983
1.0,3,97.571983
1.0,3,97.575693
1.0,4,97.57621
1.0,3,97.582033
1.0,4,97.585542
1.0,3,97.587173
1.0,3,97.590884
1.0,3,97.592277
1.0,3,97.596411
1.0,4,97.601049
1.0,3,97.603364
1.0,5,97.608763
1.0,3,97.610762
1.0,3,97.613696
1.0,3,97.616169
1.0,3,97.618185
1.0,4,97.621766
1.0,5,97.626224
